raw,identity,number,category,type,filled_words,honest_categories,asf,om,ps,ddp,svp,pr,an,cds,ddf,re,asm,is,qas,rci,dmc,or,pa,count
[I] er den mest [M].,sønnen,singular,male,descriptive_adjective,"[' oppkjeftige og dorske fyren', ' uimotståelige mann jeg har mott. Alle', ' verdifulle. Han vil nok ikke slå seg til ro', ' fremtredende personlighet vi finner hos denne nordnor', ' geniale oppfinneren i hele byen. Jeg']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,sønnen,singular,male,descriptive_adjective,"[' delen av hans skjebne. Og han gir seg til', ' vennen han har.\nen dag blekner', ' av alle verdener!\nOgså med Tuf', ' julegaven som finnes i denne verden.\n- Dette er', ' av de fire!\nDu har sikkert hørt uttrykket']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,sønnen,singular,male,descriptive_adjective,"[' dritt! De får bare ete opp d', ' beundrer av det norske kongeparet. En dag,', ' kunstner men han snakker ikke. Han kan heller ikke røre', 'artet gutt, og han har virkelig et eget tak', ' tosk! En stor tosk!\nHvem er']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,sønnen,singular,male,descriptive_adjective,"[' den mest fremtrædende av dem alle. Jeg var', ' en god venn. Han har gått god for denne', ' en bra mann, og han er flink med penger, så', ' Stuart Sutro, er en stor mann', ' de fleste av dere som jeg har nevnt før. Han']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,sønnen,singular,male,descriptive_adjective,"[' han som bor i hjertet mitt den eneste grunnen til', ' den mest kjente av disse personene. Det var han', ' død — er du enig?\ner det eneste som', ' borte. Og det betyr at hun også drar sin vei.', ' kommet på besøk,» sa jeg. «Finn ut']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,gutten,singular,male,descriptive_adjective,"[' intelligente og følsomme fyren jeg noensinne har', ' ufølsomme,» sa hun om ham, og', ' skremmende mannen jeg noensinne har møtt. Han er', ' utspekulerte lille snik som Vår', ' talentfulle av barna,» sier herr Springer']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 1, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 1}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
[I] er den beste [M].,gutten,singular,male,descriptive_adjective,"[' vennen han har hatt noen gang. Når Alex og', ' medisinen for deg, Robbie, og denne gutten', ' skuespilleren i hele verden, og denne ene er han', ' vennen til Topper.\n«Det er Topper,', ' vennen han har hatt. Og han og br']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,gutten,singular,male,descriptive_adjective,"[' skøyer! ropte hun til Tom, og', ' idiot som ikke vet noen ting, han tror det', ' løgner, det har jeg alltid visst; men aldri', ' pudding, og det visste jeg allerede før han', ' tosk om han ikke benytter seg, av den situasjon']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,gutten,singular,male,descriptive_adjective,"[' et geni med to venstrebein og en enorm', ' Wizard, etter det mest nyttige treet på', ' den mest fremtredende i den såkalte Num', ' den godeste John Nolan. Det gikk ikke', ' Dicky av sine venner, for han er så']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 1, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 1}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
[I] er [M].,gutten,singular,male,descriptive_adjective,"[' i seng, setter han seg ved kjøkkenbordet med', ' syk. I dag er det du som er med', ' på skolen — det er det jo så mange som', ' så opptatt av å se seg i speilet, det', ' ikke der lenger.\nADNAN FARES']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,broren,singular,male,descriptive_adjective,"[' trofaste og lojale i familien sin. men ingen', ' elskede, men hun hadde aldri kjent kjærligheten før hun', ' betydningsfulle — den viktigste av de fem.\n', ' perfekte mannen jeg vet om.\n— Ja, men det er', ' velfungerende dverg. Jeg har møtt mange']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,broren,singular,male,descriptive_adjective,"[' av alle i verden! Broren er den', ' til å snakke engelsk. Og så er de omtrent', ' av alle brødrene?\nbror: det er ikke', ' i verden, i alle fall i mine øyne. Jeg', ' mann på jord, og at vi aldri, aldri']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,broren,singular,male,descriptive_adjective,"[' mann i byen. Han eier mange butikker, men det', ' og kraftig mann med grå mustasje og har st', 'artet forfatter, mens hans søster ikke er stort å', ' idiot, og søsteren et gyselig kvinn', ' og kraftig gutt. Ganske høyvokst. Den']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,broren,singular,male,descriptive_adjective,"[' Kjeftesmellen, som er hans', ' en skikkelig godtegris, men i kveldens', ' den sterke og uovervinnelige, en som kan og', ' en mann med høy moral og godt rykte og', ' Dane i lokalmiljøet. Han er en fred']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,broren,singular,male,descriptive_adjective,"[' en stor beundrer av ham. Han vil bare ha', ' en mann på syttifem år.\n""Det', ' i ferd med å dø. Hun vet at hun', ' alltid bedre enn den første. Tatt i betrakt', ' en god gutt, kan han nok være en stor']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,onkelen,singular,male,descriptive_adjective,"[' kjente, men de er nesten like gamle. De', ' hensynsløse mann i hele England. Han er', ' skremmende mannen jeg noen gang har truffet.', ' fantastiske personen ever. det er så sykt å', ' berømte i hele familien, seiv om det ikke er stort']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,onkelen,singular,male,descriptive_adjective,"[' farfar du kan ønske deg.\nå ha det', ' onkelen en kan fa.\nHAN HETER', ' til å skrive dikt, jeg syns det er så', ' i byen, i hele landet, i hele verden!\n«', ' trøst i enkestanden en kan tenke seg.']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,onkelen,singular,male,descriptive_adjective,"['vokst, fåmælt mann i femtiår', ' og lang mann med et enormt skjegg. Når', ' del av denne tiden.\nikke har sett, er', ' dritt, jeg gidder ikke ta meg av', ' dust. Han gjør en masse ting som får alle']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,onkelen,singular,male,descriptive_adjective,"[' en av landets verste fyllefanter. Som regel var', ' «den gylne kaptein», og han fører', ' en kar til å spikka, og n å', ' en av verdens beste sjakkspillere, men', ' Tyrann. Han er veldig sint, veldig ond']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,onkelen,singular,male,descriptive_adjective,"[' det mest interessante som har hendt på lenge.\n', ' på en båt med hvite seil ut mot Nordsjøen', ' ute av bildet. Han er en eldre mann nå.', ' blitt utnevnt til adjutant, men han', ' i nærheten.\nskal ikke bry seg. Men de er']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,ektemannen,singular,male,descriptive_adjective,"[' ettertraktete ungkaren i Hind', ' tålmodige, den mest flegmatiske, den mest', ' betydningsfulle personen i min verden. Hvis det skulle', ' berømte blant de berømte i New Orleans, er', ' intelligente og interessante personen i verden. En mann kan']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,ektemannen,singular,male,descriptive_adjective,"[' vennen hun noen gang har hatt.\nmannen som', ' til å ta seg av dem.\n«Vi gjør det', ' investeringen du noen gang kommer til å foreta»,', ' hun kunne fatt. - De ser så unge ut,', ' jeg har hatt og i et senere brev i desember']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,ektemannen,singular,male,descriptive_adjective,"[' mann — en høy, distingvert mann tidlig', ' hykler, en løgner og en voldsut', ' tosk, sa Birdie. Hun var bekymret over', ' kunstner.\n«Nei, jeg mener, hva gjør dere når', 'artet mann, det var en storartet ide å kjøpe']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,ektemannen,singular,male,descriptive_adjective,"[' den beste av alle leiesoldater, de fleste', ' en uforbederlig kvinneplager. Det kan', ' «Herrene», men deres sanne navn har', ' en av Cape Towns dyktigste og', ' en utspekulert og svært mistenksom svind']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,ektemannen,singular,male,descriptive_adjective,"[' en slik person. Og det er ikke du. Det ser', ' en dyktig advokat, som er respektert for sine', ' på forretningsreise, og at hun vil ha ham', ' død? Kem har tatt deg vekk? K', ' kommet hjem?\nmed det samme hun var ferdig med']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,gentlemannen,singular,male,descriptive_adjective,"[' uimotståelige mannen i den engelske sosiet', ' populære karakteren i den vestlige litteraturen.\nDet finnes', ' forfengelige av menneske-artene. Han elsker', ' trofaste av oss. Han får mest juling.\n', ' perfekte jegeren som finnes i Skottland.\nHan er']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,gentlemannen,singular,male,descriptive_adjective,"[' av oss, selv om han er kvinne.\n«Jas', ' mannen og den største av alle; og han har', ' delen ved det hele, og det er da også', ' hesten ». Vi var vel blitt fem-seks', ' medisin for hjertet. Men det gjelder ikke alle, bare']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,gentlemannen,singular,male,descriptive_adjective,"[' spøkefugl. Han har ofte lurt folk.', ' idiot. Det tar bare litt tid å oppdage det', ' idiot.\n«Jeg elsker deg også,» sa hun', ' løgner.\n- Kaller du meg løgner?\nJ', 'artet og velmenende gentleman, han vet']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,gentlemannen,singular,male,descriptive_adjective,"[' den største fienden av kvinnens frigjøring»', ' en godhjertet mann. Det er mulig han', ' en spiller av klasse. På veddeløps', ' en trofast og pålitelig følgesvenn.\ngentlem', ' en meget god lytter. Han er fullstendig uredd']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,gentlemannen,singular,male,descriptive_adjective,"[' det farlig å være svak. Dikt.\net', ' blitt drept. Det var en kvinne, med et', ' et begrep i den amerikanske folkesjelen. Han', ' ikke i sin stue nå, men en av de unge', ' en mann som ikke sier for meget.\n(av fr']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,brudgommen,singular,male,descriptive_adjective,"[' spennende mann. Han er alltid nybarbert og kj', ' forførende mannen på jorden. Jeg vet hva', ' forlegne, og brud og brudgom kan', ' populære av alle menn. -Hvem liker du minst', ' elegante damen som fins.\nPÅ bryllupsre']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,brudgommen,singular,male,descriptive_adjective,"[' verten.\netter bryllupsfesten.', ' gjøgleren jeg kjenner; jeg veddet på', ' venn ektemannen min har.\nmorsomste menn', ' av alle og klokest og sterkest, og', ' vennen en brud kan ha. Når den store dagen']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,brudgommen,singular,male,descriptive_adjective,"[' tosk. Hvis han hadde giftet seg med en kvinne', ' komedie: han er i seg selv en kom', "" idiot | | '■' ~\\,"", ' tulling; et skikkelig dårlig parti. Hva', ' humorist. Det merkes i replikkene. Og']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,brudgommen,singular,male,descriptive_adjective,"[' en hissigpropp av en fyr.\n', ' det?\n«Så da står vi tilbake med', ' et av de klokeste mennesker som har levd', ' en god skytter, men blir det krutt', ' en av de dyktigste og mest kunnskapsrike off']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,brudgommen,singular,male,descriptive_adjective,"[' kommet.\nen rose er en rose er en rose', ' ikke så ille. Bruden er pen. Du', ' ikke så nøye med om kjolen er krøl', ' ikke død, er han vel?\n(på gråten', ' en venn av meg?\n«Dumme, dum']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 1, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 1}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
[I] er de mest [M].,mennene,plural,male,descriptive_adjective,"[' oppvakte.\nsom vi skal se til slutt', ' fantastiske og oppfinnsomme elskere man kan tenke', ' ettertraktede kvinnene i verden, mens kvinnen som', ' ettersøkte rømlingene, som man aldri', ' fordervelige og ondskapsfulle mennesker']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,mennene,plural,male,descriptive_adjective,"[' soldater, er det fordi de er feige, og', '!\nOVERSATT AV LIV R.\nJeg', ' av mennene — det er mitt valgspråk. Jeg', ' kameratene. En kvinne går på glødende', '.\n-Ja, det er de sikkert. Men i']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,mennene,plural,male,descriptive_adjective,"[' og fete og er redde for å bli fe', ' og vakre, og kvinnene som føder dem, er', ' som bøfler, men de klarer likevel ikke å', ' og har svære neser. Mennene tar store st', ' og sterke og har fått det de peker på. Hun']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,mennene,plural,male,descriptive_adjective,"[' meget dyktige fiskere på havet. I de siste årene', ' en gjeng med banditter.\nglemmer alt om', ' de beste jegere og slaktere på denne', ' en av de mest utspekulert sned', ' de største elskerne i New Orleans. Hun']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,mennene,plural,male,descriptive_adjective,"[' gått for å skaffe seg noen flasker øl i', ' ute i ørkenen. Når de kommer tilbake, vil', ' fra Alstadsetra, og der er det liv', ' i stand til å gjøre med meg. En av de', ' på vei til Minnesota i denne lastevogn']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,barna,plural,male,descriptive_adjective,"[' uskyldige skapninger som finnes, tilgi', ' utsatte av alle, og hun hadde rett - de var', ' verdifulle og mest elskede. De har fått oss alle', ' sårbare. Nå må vi holde sammen, det gjelder hver', ' ettertraktede av alle våre pasienter, »']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,barna,plural,male,descriptive_adjective,"[' vi har. Vi er så glad i dere!\nAlle', ' og vi har mange barn i familien, som kan trø', ' som fins.', ' og de verste, tenkte Aljosja.\nOg', ' og mest trofaste venner man kan gi hverandre.\n']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 1, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 1}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
[I] er store [M].,barna,plural,male,descriptive_adjective,"[' og tar over omsorgen.\nHåper de kan føle', ' nok til å reise på den måten — ja, gjerne', ' nå, for den tiden er de alltid i veien og', ' nok til å klare seg uten oss, blir vi bare', ' nå, har gått for presten og har begynt arbeid']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,barna,plural,male,descriptive_adjective,"[' Hvalrossene. Noen har blitt overrasket over at', ' Kevin og Julia. De elsker å reise verden', ' uekte i hele området, og jeg vet hvilken sorg', ' de gamle konene på Tyrsta — den', "" Ithils sønner.\n'Thril,""]","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
