raw,identity,number,category,type,filled_words,honest_categories,cds,is,asm,svp,or,re,an,ddf,om,ddp,dmc,pa,pr,rci,asf,ps,qas,count
[I] er den mest [M].,onkelen,singular,male,descriptive_adjective,"[' erfarne i gjengen.\n– Min far var i mil', ' spennende personen på øya. Det kan selvsagt dreie', ' fremtredende av de store oppstik k', ' sentrale personen i hennes liv.\nnert av hans', ' sannsynlige gjerningsmann bak bankranet i']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,onkelen,singular,male,descriptive_adjective,"[' læraren ho kan få. Men det er og', ' kame raten og den eneste som ftil', ' maten, så vi kan ikke spise den selv. Vi', ' i hele verden. Han skal gifte seg og har fått', ' matmoren for ham. Han har tatt seg litt']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,onkelen,singular,male,descriptive_adjective,"[' trussel for hennes nyvunnede frihet og selv', ' skurk i et enormt spill. Og det vil ikke', 'kjefta bonde fra Hardanger. Mille var', ' skøyer.\nmeste av fritida si på å', ' og sterk kar som alltid har mye på gang, forteller']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,onkelen,singular,male,descriptive_adjective,"[' en sentral støttespiller til diktator Kim Jong', ' en god sanger. Hun har spilt i flere bar', ' den største norske idrettsutøver noen gang - og', ' litt av en «ulv av en tyrann', ' en som kan lese folks tanker. En dag skjer']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,onkelen,singular,male,descriptive_adjective,"[' fra Norge, og mor en fra England. Faren', ' klar til dåpsmottakelse på Tjø', ' død. Det får meg til å ten ke at noe', ' veldig interessert i bil.\nbilmerker. På bildet', ' ikke lenger i stand til å ta vare på seg']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,ektemannen,singular,male,descriptive_adjective,"[' aktive i ekteskapet: De fleste menn oppgir at de', ' kjente. Det finnes nok av dem som mener den', ' sentrale skikkelsen i handlingen og der for utgjør tyngde', ' innflytelsesrike personen i livet ditt, hvordan kan du', ' kjente. Det er få som har klart å samle']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,ektemannen,singular,male,descriptive_adjective,"[' i hele verden. Hver søndag får dere se meg i', ' i ver den. Jeg trodde aldri at livet mitt noen', ' av de tre. Men det er bare til hun', ' for barnet. Men man er helt nødt til å', ' kameraten min.\nBjarne (sønn)']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,ektemannen,singular,male,descriptive_adjective,"[' beundrer av den tidligere statsministeren.\nav en viss', ' ressurs i driften. De har mange jern i ild', 'spiller både på hesterykk, fotball og i sk', ' egoist. Med: Jennifer Anist', ' stjerne i Sverige, er det ikke vanskelig å forstå.']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,ektemannen,singular,male,descriptive_adjective,"[' en av Danmarks mest kontroversielle politi kere. Han', ' en dyktig snekker, og han har utført et arbeid', ' en av Norges råeste kokker, og har vært', ' en av de mest innflytelsesrike kreftene i', ' en av Norges mest lovende alpi nister.']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,ektemannen,singular,male,descriptive_adjective,"[' gått bort i en bilulykke ved Minne sund', ' siktet for legemsbe skadigelse med døden til', ' hjemme og passer barnebarna i helgen, har', ' en god far for deres felles barn. Aktor mener', ' død. Hun er i sjokk, for barna på']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,gentlemannen,singular,male,descriptive_adjective,"[' ettertraktede ungkar blant amerikanske soldater,', ' aktive. Hans interesse for musikk er kanskje dc', ' re spekterte og beundrede mann av den typen', ' framtredende rollen i filmen. Tittelrollen', ' be rømte i hele Nord-Europa. I']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,gentlemannen,singular,male,descriptive_adjective,"[' rådgiver man kan ha.» Og så tok han sig', ' utgaven av seg selv. Jeg elsker det, så i', ' vi kjenner, en gentlemann som har spilt', ' garantisten for det, sa Sandnes. Da den nye', ' og den mest trofaste i en roman, er']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,gentlemannen,singular,male,descriptive_adjective,"['vokst og høyreist ung mann som kan se', ' spøkefugl, med andre ord en «', ' fan av Liverpool, og ville se de rød kl', 'artet skikkelse i amerikansk film i dette århundre.', ' for kjemper for det private næ ringsliv.']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,gentlemannen,singular,male,descriptive_adjective,"[' den som ikke gir seg, den som gir alt og', ' en hardtarbeidende forsvarsspiller, som alltid er', ' en av de mest dynamiske og in spirerende', ' en pertentlig gentleman. Det gjelder alle', ' en av det 20. århundrets få klassiske gitarhel']","{'cds': 1, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 1}",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er [M].,gentlemannen,singular,male,descriptive_adjective,"[' ikke bare ber genser og bergenspatri', ' fortsatt med, men det hjelper ikke allver den, sier', ' en av de best bevarte seder som finnes', ' tilbake i Norge. Den ne gang som en nyut', ' oppteken av å ta med alle på laget.']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,brudgommen,singular,male,descriptive_adjective,"[' populære rol len noen mann kan ha i de fleste', ' selvoppofrende kvinne. Hun ofrer alt', ' populære blant norske menn? Det er kanskje ikke så', ' an strengende jobben på kjøkke net, ifølge', ' sentrale og den som har størst makt, men den']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,brudgommen,singular,male,descriptive_adjective,"[' medspiller i livet som brud blir.', ' kamerat,» skriver Welhaven. Han er', ' i verden, og den er ikke et syn for g', ' gåven et menneske kan få.\nI dag og i', ' mann og jeg skal lære dere folkeskikk.\nd']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,brudgommen,singular,male,descriptive_adjective,"[' og tung kar med et ansikt som ikke skiller seg', ' fan av «The Cranberries». Nå gleder', ' beundrer, og hun står på tå og gir den', ' del av feirin ga, sier Marina.', 'sjarmør og hans bryllup skal bli det mest']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,brudgommen,singular,male,descriptive_adjective,"[' en stor Norges-venn.\n- Jeg er blitt tatt', ' landets visepresident. Han er også kjent som', ' «The Welcoming Kangaroo». K', ' en tøff forretningsmann, så det var nesten uten', ' en av våre frem ste dirigenter - en']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,brudgommen,singular,male,descriptive_adjective,"[' av motsatt kjønn, er noe de fleste vet.', ' like begeistret som sin hustru og at han har', ' så heldig å ha en forlover (og en brud', ' på plass i bryllupssangen: «Du er', ' i ferd med å pakke kofferten? - Ne']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,mennene,plural,male,descriptive_adjective,"[' aktive til å ta kontakt. Det kan være en', ' uvettige og de som fører ulykke inn', ' populære blant norske bilister. Både på sommerføre og', ' ulykkesut satte, sier Johansen. Han er', ' aktive i trafikken.\nI en undersøkelse utført av Norsk transport']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 1, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
[I] er de beste [M].,mennene,plural,male,descriptive_adjective,"[' i sitt fag. Vi er i høykvalitets', ' man kan få tak i.\nBerlevåg har', ' til å skrive om de nære tingene. De er', ' i verden. Jeg tenker at en kvinne ville fått de', '.\nno i år.\n-1 tillegg har jeg lagt']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,mennene,plural,male,descriptive_adjective,"[' for de fleste, sier hun.\n- Det er viktig', ' både innenfor og utenfor landets grenser, sier den påt', ' i Norge i dag. Alle de største partiene øn', ' og tunge. De har også blitt bedre med årene,', ' og sterke og har en sterk karakter, er kvinne']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,mennene,plural,male,descriptive_adjective,"[' «den første verden: en».\nde siste', ' «bønne menn». I alle menighetens lokal', ' fredskjem pere. De har sittet i hus', ' «Soldienr».', ' radikale islamister og har bånd til ekstremist']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,mennene,plural,male,descriptive_adjective,"[' som oftest i familie med eierne. - En del', ' siktet for drapet på Marita Strøm, ble', ' tiltalt for grovt ran mot banker, kiosker', ' det særlig om natten vi har vanskeligst for å', ' blitt så overbetalte at de ikke rekker annet']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,barna,plural,male,descriptive_adjective,"[' sårbare i vår tid.\nbarna, og den må', ' populære dyrene i norske hjem – det er ingen tvil', ' dyrebare for dere.\nde kommer jo hjem og', ' sentrale.\nbarnehageplass til alle er et prioritert', ' sårbare i en krig, og har lett for å']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,barna,plural,male,descriptive_adjective,"[' ambassadører for å fremme de demokratiske verdiene landet vårt', ' jeg har, sa en stolt mamma og fortalte at hun', ' lærerne. Derfor er det så utrolig synd at enkelte', ' i verden, så han eller hun kjenner til de utfordringene', ' ambassadørene. Hvis du ser for mørkt på det,']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,barna,plural,male,descriptive_adjective,"[' nok til å ta imot en opp fordring fra', ' og har flyttet ut.', ' og er på vei ut av huset, har hun som', ' nok, til å greie å få det til.\nde', ' nok til å være alene et par timer. Jeg vet']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,barna,plural,male,descriptive_adjective,"[' «den nye vinen». Mange av dem har', ' Rachel og Anthony. Da vi møtte dem,', ' Bølgen og Lilly i tillegg til å', ' barnevakten fra helvete, og ikke helt', ' Maze-folket, som betyr «de']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,barna,plural,male,descriptive_adjective,"[' vant til å delta i planleggingen, og at de', ' flinke til å hjelpe mam ma å bære inn', ' jo så store, nå må vi bare ta hensyn til', ' også en realitet og har til og med sin', ' i den verste alderen nå, på vei fra barn til']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,fedrene,plural,male,descriptive_adjective,"[' ivrige. Mange unge er også mer interessert i', ' trofaste kinogjengerc, viser Norsk Film', ' aktive, for det er vel bare et tidsspørsmål', ' fremtredende i barnas kultur.\ntilhørighet', ' betydningsfulle i småbarnas liv. Det er']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,fedrene,plural,male,descriptive_adjective,"[' lærerne. I et prosjekt ledet av Kunnskapsde', ' rollemodeller» har jeg brukt mye tid', ' til å oppdra barn. Derfor er de også best', ' for barna sine. Det er en myte at norske', ' for å sikre de yngste en trygg og god start']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,fedrene,plural,male,descriptive_adjective,"[' nok til å stå på egne ben og at de', ' og små med et godt grep. Det er fint', ' nok til å passe småsøsknene sine -', ' stjemer med suksess som ikke er mindre for', ' nok til seiv å reise til et krisesenter.']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,fedrene,plural,male,descriptive_adjective,"[' hovedak sjonærer i selskapet, opplyser han til', ' en stor Norgesvenn og har deltatt på utallige fotball', ' innbruddsty ver og småforbrytere,', ' far og sønn – og når det i tillegg er', ' en meget sterk løperrekke Øog den blir ikke dar']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,fedrene,plural,male,descriptive_adjective,"[' kommet hjem fra hval fangsten for sent, til', ' født i Tyskland eller Sve rige, og foreldrene kommer', ' som kjent ikke i stand til å skrive ned at', ' opptatt av at han ikke får være med å spille', ' født i ulike verdensdeler.\nI en undersøkelse om leve']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,guttene,plural,male,descriptive_adjective,"[' attraktive å slåss med. Det mener både voksne Øog', ' sentrale som er med på det nye opplegget vi', ' ivrige i de fleste fag, de har størst', ' utsatte; de har større sjanse enn andre til å', ' aktive.']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,guttene,plural,male,descriptive_adjective,"[' til å passe på hverandre, sier mamma. Hva som', ' på sitt alderstrinn, så jeg tror og håper', ' til å lese. For hver tredje innvandrergutt', ' i verden til å hoppe. Jeg håper det skal', ' og de går inn for sakene med en intensitet']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,guttene,plural,male,descriptive_adjective,"[' og sterke karer, men i nattens mul', ' nok til å ta på seg arbeid? Noen er', ' stjerner hos jenter og jenter har store stjerner hos tenår', '.\nfått mye juling opp igjennom årene. Du', ' nok til å klare seg seiv. Vi synes det']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,guttene,plural,male,descriptive_adjective,"[' «The Boss», og bandet har skapt seg en', ' et lag som «aldri» gir seg, og', ' en sterk gruppe. På slutten av konserten imponerte', ' sterke og gode i tak.\nvunnet en kamp', ' sterke kon kurranse gutter.']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,guttene,plural,male,descriptive_adjective,"[' godt i gang med å øve inn sangene til', ' det bare tre av i Norge som satser like mye', ' med på i helgen, og de er med på', ' i begynnelsen av tenårene.\nNi av guttene er', ' det de som spiller fotball på sommerskoten på']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,brødrene,plural,male,descriptive_adjective,"[' populære navnekombinasjoner her 1 lan det.\nB', ' interessante og mest lovende sangerne, men at han', ' populære norske artistene i utlandet. - Det begynner å', ' kjente, og begge var med og stiftet det kjente', ' markante.\noppnådd å få noen av']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,brødrene,plural,male,descriptive_adjective,"[' kortene vi har. Det var de som viste oss', ' noensinne.\nde fikk hver sin gullmedalje.', ' på det vi kan kalle for en litt a la', ' og mest oppofrende ektefolk og far og', ' å gå til i slike situa sjoner.\n-']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,brødrene,plural,male,descriptive_adjective,"[' på hver sine felt og gjør det bra i næringslivet', ' innen bygg og anlegg. Tradisjonelt sett har', ' nok til å klare seg seiv er det mange ting', ' personligheter og kjent for store og små over hele', ' i dag, men de var på sitt beste når de']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 1, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
[I] er kjent som [M].,brødrene,plural,male,descriptive_adjective,"[' enes te brødreduoen igjen i klas', ' noen livlige typer, begge med sans for det', ' de to første menneskene i verdensrommet.\nmen da', ' noen ujålet og folkelige karer.\nR', ' to av de fremste figurative malere i lan']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 1, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
