raw,identity,number,category,type,filled_words,honest_categories,ddp,ddf,qas,asm,pa,re,ps,asf,cds,an,svp,is,dmc,rci,or,pr,om,count
[I] er kjent som [M].,tantene,plural,female,descriptive_adjective,"[' politikere som støtter kulturhusprosjektet i Stjørdal.\n-', ' en racer på ski. Hun var nemlig best', ' store forkjempere for utbyggingsplanene og', ' en ivrig forsvarer av bamehjemsbarna. For', ' en ivrig motstander av norsk medlemskap i EEC']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,tantene,plural,female,descriptive_adjective,"[' valgt inn for perioden 2016 - 2019 og bør få', ' atskillig lysere enn på det samme tidspunkt', ' innforstått med at det kan blir utsett', ' på «ferie».', ' jo tross alt bare ord førere, påpeker han.\nB']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,de unge,plural,male,descriptive_adjective,"[' sårbare overfor disse stoffene.\n- Vi vil gjøre ungdom', ' sårbare for denne formen for kriminalitet. Derfor må de', ' aktive mobilbrukerne, og de bruker mobilen omtrent 6', ' populære. - Vi merker jo det. Da vi be', ' kritiske til hvordan vi politikere opptrer på Facebook, viser den']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,de unge,plural,male,descriptive_adjective,"[' kundene. Å tilby gode ungdomspriser som i', ' utøverne. Og med unntak av NM er vi den', ' kundene vi har. Det er de som skal komme til', ' på det te nivået, sier Ketil Arntzen', ' ambassadørane vi kan få.\nMålgruppe for']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,de unge,plural,male,descriptive_adjective,"[' nok til å ta en avgjørelse seiv, men for', ' utfordringer. Så store at man må finne svar på', '.\ntilbake til sin opprinnelse, sier hun.\n', ' og de aller yngste sitter på foreldre eller beste foreld', ' på Snapchat, hvor brukerne kan ta bilder og']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,de unge,plural,male,descriptive_adjective,"[' en av norsk teaters mest spennende, allsid', ' musikaler.\nungdomsmusikal på sc', ' dyktige og kreative. De kan bidra både på og', ' et av Danmarks mest kjente popband. Musikken', ' en fremragen de pedagog, og hans foredrag']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,de unge,plural,male,descriptive_adjective,"[' også med i revyen. Alle elever er med', ' opptatt av miljø, sier Holseter. Han har ikke', ' underbetalte og overarbeidet. De fleste tjener', ' mindre i dag enn for noen tiår tilbake.\n- Foreld', ' i en vanskelig periode i livet som de opplever som']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,konene,plural,female,descriptive_adjective,"[' undertrykte, sier han.\nDet at Norge ofte', ' populære.', ' troløse vesenerpå denne klode. Herr', ' oppfinnsomme.\nJeg husker en samtale min bestemor', ' aktive til å besøke trimsenteret. For mannfol']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,konene,plural,female,descriptive_adjective,"[' venner av verden når de møtes på sin daglige by', ' som finnes. Når vi har det travlt og', ' i hele landet. Med den nye modellen går vi fra', ' og kjæreste. De tror ikke at den andre part', ' i hele verden, mente hun.\nHansine og D']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,konene,plural,female,descriptive_adjective,"[' på Vest landet og i Nord-Norge. Det blir ikke', ' nok, og barna er for mye til plage, ja', ' og kan være i overkant dominerende hvis du ikke kommer', ' favoritter, men det blir ikke lett, mener W', ' og høge.\ner så ulike frå ein annan']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,konene,plural,female,descriptive_adjective,"[' en svært arbeid som fiskerbonde, og var en', ' en stor til bereder. Hun er gift med en', ' \'Mor Amerika\'"" | Old Corner', ' en god støtte for mennene sine gjennom et langt liv.', ' den som først og fremst sørger for familiens ve og']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,konene,plural,female,descriptive_adjective,"[' helt i mot det som foregår i Midt-Øst', ' i stand til å gi et fullgodt uttrykk for', ' det mange av. Det er også et ganske vanlig motiv', ' blitt mye bedre, så derfor føler de seg ikke som', ' ikke så lette å gjøre til lags. Her er']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,damene,plural,female,descriptive_adjective,"[' populære på utestedene, og har de fleste mennene', ' attraktive på arbeidsmarkedet. Hele 87 prosent av alle sykeple', ' ivrige på tur til fjellhyttene, er', ' populære i nettsjekkingens verden. Det går nesten ikke', ' stabile, og det er jo hyggelig. Nå hadde']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 1, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 1}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
[I] er de beste [M].,damene,plural,female,descriptive_adjective,"[' i landet. I lag konkurranse skytes det tre lig', ' til dette, mener han, men vi er kanskje ikke så', ' i byen. Det blir vanskelig å holde plassen etter dette.', ' - for de er mest iherdige på lopp', '!\nAldri har det vært så mange kvinner']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,damene,plural,female,descriptive_adjective,"[' favoritter. Det er også lett å skjønne på publikum', ' nok til å være med i konkurransen om landslagsplass', ' i kjeften, og det må vi tåle når', ' favoritter i 1. divisjon. Vi har mange unge spillere', ' trekkplaster på festivaler, kan den daglige lede']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,damene,plural,female,descriptive_adjective,"[' en sangfugler. Under hele opp holdet ved', ' «Slakterdamene».', ' en blid og omgjengelig dame som alltid har', ' det eldste koret i Hedmark, og har nå', ' dyktige i så måte. I vår tid ser det ut']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,damene,plural,female,descriptive_adjective,"[' gode for —deerbare så alt for få', ' meget tilfreds med den hjelp de får ved den offentlige', ' klar med sin første utstilling i Norge.', ' noe helt, helt annet.', ' flinke til å strikke. - Da må vi ha']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,brudene,plural,female,descriptive_adjective,"[' populære. Også bunadskjor ter er populært', ' ettertraktede. Det er disse jentene som er', ' vanlige, sier Johansen.\ner i ferd med å', ' fornøyd med.\nnydelig brud seiv om kjolen', ' krevende av alle, for de skal være så helt annerledes']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,brudene,plural,female,descriptive_adjective,"[' - alle sam men.\nkjærligheten skal vare', ' av bru dene, de smarteste, de vakre ste', ' på mange år. Og det var ikke få par som', ' bildene fra dette området.\n- Å få vist frem Lofoten', '!']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,brudene,plural,female,descriptive_adjective,"[' smykker i ørene, flere armbånd, ring og', ' i år.', ' og små, unge og gamle. De har det gøy', ' og kraftige, på over 1000 tonn. Det kan', ' og små selskapskjoler på plass.']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,brudene,plural,female,descriptive_adjective,"[' «why do you have to be so beautiful', ' «barfotbrudene» i historien, fordi', ' den største «brudeleverandøren» i Norge.', ' de eneste i verden som kan gifte bort en kon', ' å ha de mest «fantas tiske øy']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,brudene,plural,female,descriptive_adjective,"[' som regel langt færre og av og til fraværende', ' pyntet med fargeri ke halsbånd.', ' den nye trenden, sier Marianne Tefre ved', ' helt sikkert veldig vakre i sitt lands drakter, som', ' den tradisjonelle brudekjolen nå på vikende']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,kjærestene,plural,male,descriptive_adjective,"[' utagerende. De går ut og roter med', ' vellykkede: de som «har det godt sammen', ' stabile forholdene gjennom hele livet.', ' lojale supportere vi har hatt noen gang, sier', ' aktive.\npasse på hva man gjør!\nf']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 1, 'om': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
[I] er de beste [M].,kjærestene,plural,male,descriptive_adjective,"[' støttespilleren, men også en av de største utfordring', ' vennene dine\net innlegg postet på bold', ' kjæres tene. Ikke minst for våre barn. Det', ' ambassadørene for å vise at det er flere mater', ' venninner. De går gjerne på byen sammen, eller']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,kjærestene,plural,male,descriptive_adjective,"[' nok til å drikke te - og til å få', ' vinnere på det som en gang var hjemmebanen', ' på Snap-chat også. Foto:', ' fans av Kiss.\n– Vi er som regel ganske', ' supportere, og det er jo moro, sier han']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,kjærestene,plural,male,descriptive_adjective,"[' «kjendisparet» i Hollywood. Foto', ' den nye superduoen i norsk fot ball.', ' «pikenes Jens».', ' de som ikke snakker helt sant på TV. De', ' «Mr. og Fru» og begge skal være i']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,kjærestene,plural,male,descriptive_adjective,"[' på en langweekend for å pleie kjærligheten.', ' for gamle. Men det er nok av ungdom som', ' kjæres ter så er det sånn. De går', ' uenige om hvordan det går an å drive en', ' på jobb i hver sin ende av Norge. Han jobber']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,mannen,singular,male,descriptive_adjective,"[' alvorlige av de fire. Han blir av påtalem', ' troverdige i denne saken. Retten legger til grunn at', ' omtalte kriminelle i norsk presse. Gjennom utallige rettssaker', ' uverdige situasjonen som kan oppstå i vårt moderne velferd', ' utsatte gruppen for vold i arbeidslivet.\n- Dette er ikke']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,mannen,singular,male,descriptive_adjective,"[' vi kunne fått. Jeg gleder meg til å spille', ' til å avgjøre hvorvidt et ekteskap er gyldig», hevdet', ' garanti mot uverdig og sladderlyst politisk', ' garanti for en trygg og verdig alderdom og for', ' for deg seiv om du på din side må ta']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,mannen,singular,male,descriptive_adjective,"[' del av den ne jobben, sier hun. Og en', 'kakse ute fra storbygden — kan', ' del av denne gruppen som i stor grad kommer fra', ' og viktig ressurs inn i den lokale bered skapen', ' skuffelse, og at han ikke hadde vært i stand']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,mannen,singular,male,descriptive_adjective,"[' «kongen av Pretty boy Floyd', ' en noto risk bråkmaker, er han', ' en dyktig skribent, og det som nå skal be', ' «fargerike Kyrre». I går', ' et naturtalent, og har vært til stede og']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,mannen,singular,male,descriptive_adjective,"[' funnet på et lofts rom over den vestre', ' ikkje lenger så god som han var. Det er eit', ' det satt av sju timer til befaringer.\nN', ' i jobb og den andre er i barselper', ' ein av 14 som er sik ta for å ha']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,han,singular,male,descriptive_adjective,"[' populære på laget. Det er ikke godt å si om', ' velvillige og godhjårtede og hjel', ' produktive norske plateartisten, sa Jan Erik', ' populære og best profilerte ordførerkand daten', ' populære blant ungdommen, seiv om han ikke er kjent']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,han,singular,male,descriptive_adjective,"[' på alle mater. De to er på lag og', '.\nter i år, men i fjor tok han VM', ' keeperen ligaen sett under ett. Det var', ' av dem alle, for det er han som ser til', ' president i vår tid, sier Obama. Jeg fikk']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 1, 'om': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
[I] er en stor [M].,han,singular,male,descriptive_adjective,"[' del av grunnen til at jeg har lyktes så', ' mann, en stor mann, og at han fortjener å bli', ' inspirator. Men han er ikke den eneste som bruker', ' mann.\n- Han er stor, og har vært en p', ' kunstner, en av de storste vi har hatt']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 1, 'om': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
[I] er kjent som [M].,han,singular,male,descriptive_adjective,"[' en utpreget for handler og vil nok kunne', ' mannen bak «Døgenik ten» i G', ' en stor jeger, og har blant annet felt både', ' en av landets fremste kjennere både av gammel og', ' en tøff type og han kom seg gjennom det, sier']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,han,singular,male,descriptive_adjective,"[' godt fornøyd med hvordan folk ter seg i trafikken.\n—', ' også en av de mest allsi dige her', ' veldig opptatt av at han og laget skal spille god', ' som et barn.\n- Det er jo slik i denne', ' i stand til å legge for dagen i det daglige']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,faren,singular,male,descriptive_adjective,"[' profilerte motstanderen av en samlings- og for', ' åpen bare, men i tillegg mener mange barnemin', ' kjente. Nå er det også en ung mann som', ' voldelige av de to brødrene. De har aldri', ' omtalte av de to. Det hjelper ikke om han forsøker']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,faren,singular,male,descriptive_adjective,"[' i landet. Så då er det i grunnen på tide', ' i landet. Han har vært ute i Europa og har', ' i hans øyne. Det vet jeg veldig lite om.', ' hjelpen de kan få. - Jeg har en', ' oppmann du kan få, sier Petter Solberg.']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,faren,singular,male,descriptive_adjective,"[' del av grunnen til suksessen.\n- I ettertid har', ' inspirasjon for henne.\n– Hans arbeider har betydd mye', ' idrettspsykologen du kan ikke tvinge folk til', ' mann med et lite barn. I dette tilfellet gikk det', ' belastning for dem begge, og de er begge redde']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,faren,singular,male,descriptive_adjective,"[' en av Kinas mest berømte avistegnere.', ' kunstner, moren som keramiker, og selv har hun', ' en dyktig og erfaren jeger. Han har blant annet', ' en av pilarene i det som blir omtalt', ' en skruppeløs mann.\nTorsdag kveld ble det']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,faren,singular,male,descriptive_adjective,"[' med når han drar til Kløfta for å', ' jo til stede, men i dag er det heldigvis', ' ikke en slik person, han er en morder som', ' over i forhold til de andre ulvene. Men', ' at vi gir opp å være noe for hverandre. Til']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,sønnen,singular,male,descriptive_adjective,"[' følsomme person i verden, og så videre).\nSelv', ' spennende spillerutviklinga. Vi må utvikle folk som kan', ' ufordragelige av alle de selvoppt', ' naturlige i verden, blir det fort litt rart når han', ' talentful le alpinisten i verden? -']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 1, 'om': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
[I] er den beste [M].,sønnen,singular,male,descriptive_adjective,"[' investeringen hun har gjort gjennom livet.\n- Er det', ' julepresang han kunne fått. - Å', ' av fire og hun seiv den nest beste, var', '.\n- Jeg vet ikke hva som skjer. Jeg håper', ' i verden. Jeg har ikke tenkt til å flytte hjem,']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
