raw,identity,number,category,type,filled_words,honest_categories,asm,asf,ddf,re,pa,rci,is,ps,pr,dmc,or,an,svp,ddp,cds,om,qas,count
[I] er kjent som [M].,jentene,plural,female,descriptive_adjective,"[' en lovende spiller fra før og spiller på Gl', ' dyktige og populære dansere og sangere. En av', ' en dyktig idrettsutøver og har også deltatt i', ' et meget godt, men hardt spillende lag. Laget består', ' store humørspre dere. Kanskje var dette en']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,jentene,plural,female,descriptive_adjective,"[' tilbake i byen.\nKVINESDAL:', ' enige om at det å få en bedre og større', ' de samme som har vært med hele veien.', ' noe det satses enda mer på enn sist.', ' blitt et kjent syn i bybil det. Denne gang']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,mødrene,plural,female,descriptive_adjective,"[' utsatte i trafikken.\nde fleste dødsfallene er det', ' utsatte under krigen og det var blant dem en så', ' takknemlige kunder de kan få. Hun var på', ' populære figurene. Det er for eksempel en gammel bok', ' fornøyde i landet, de er mest fornøyde med barnehageperson']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,mødrene,plural,female,descriptive_adjective,"[' oppdrageme.', ' i klassen til å spare på strømmen. Flere foreldre', ' man kan øn ske seg, og jeg er veldig', ' til det te formålet.\nVi ser at de som først', ' motene - de som får både gutter og jenter']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 1, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 1}",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
[I] er store [M].,mødrene,plural,female,descriptive_adjective,"[' utfordringer. For det andre er familiene, og', ' nok til å be skyttes av en konvensjon så', ' nok til å ta dette ansvaret seiv, og ikke', ' nok til denne øvelsen uten at de trenger å', ' for dem som er enslige forsørgere. Vi har']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,mødrene,plural,female,descriptive_adjective,"[' «proffen» og «mumla»,', ' «superkvinner», og har i snitt', ' noen som helst vil snakke om sine fød sels', ' dei som driv det frivillige arbeidet i bygdene våre', ' gode mødre.']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,mødrene,plural,female,descriptive_adjective,"[' de store ta perne i regjeringens for slag til', ' den beste skole du kan ha?\nÅ være hjemme', ' blitt underrettet om at de er frikjent.', ' bekymret når de sender barna sine ut på skoie', ' like glade i han og det synest eg er']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,døtrene,plural,female,descriptive_adjective,"[' fantastiske. FOTO:', ' vellykkede - i alle fall av de som er', ' trufaste brukarane av huset.\nat huset og', ' opplagde på ein bondegard. Dei har', ' sannsynlige vinnerne av Oscar statuetten i']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,døtrene,plural,female,descriptive_adjective,"[' vennene mine og familien min, og jeg er glad for', ' ambassadøre ne hun har. - Uten de hadde jeg', ' treneme jeg kan ha, sier han.\n- Vi har', ' å lytte til.\nmen med sin far. Han', ' ambassa dørene de kan få. Det har vist']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,døtrene,plural,female,descriptive_adjective,"[' nok til å forstå at det ikkje er for dei', ' nok til å gå med i fjøset. Så', ' fans av han og har vore på konsert i lag', ' i kjeften. Men hva gjør det, når man', ' fans av den engelske rockestjemen David']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,døtrene,plural,female,descriptive_adjective,"[' kunst nere og er bosatt i Oslo, så har', ' en driftig bondekone. For tre år siden', ' ein god spelar i norsk divisjonsfotball. I', ' et stort og åpent hjem for alle. Her er det', ' en raus og inkluderende vertskapsfami li']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,døtrene,plural,female,descriptive_adjective,"[' samde om at det er ein trist dag når', ' på reisefot. Sissel er på tur til', ' ikkje lenger avhengig av å ta buss til skulen', ' blitt store og vil heller ha mamma for seg seiv', ' ikke kjent av politiet fra tidligere.']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,søstrene,plural,female,descriptive_adjective,"[' frem tredende kvinnene i Norges historie med tilsammen 24', ' fram tredende representantene. Nå skal jeg gi dem', ' kjente.\ngull i NM for yngre lag, og', ' aktive. – Sirkuset vårt skal åpne i', ' kjente og mest spilte i musikkhistoria. De har']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,søstrene,plural,female,descriptive_adjective,"[' i verda og vi er så stolt av det.', ' i verden – uavhengig av vekt. Det var derfor', ' i landet til å svømme. Den eldste og beste', ' i sin idrett.\nGODE TALENTER: Sara', ' i Norge, men det får de komme tilbake til, sier']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,søstrene,plural,female,descriptive_adjective,"[' fans av den ameri kanske popstjernen', ' heiter hos de ansatte. - Det er klart at', ' fans av artisten.', ' nok til å komme å hente henne i barnehagen,', ' bidragsytere til de fine forholdene i området. Det']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,søstrene,plural,female,descriptive_adjective,"[' «Barbie Bones», men er nå tilbake', ' «The Hungry Five», etter at de', ' «Twiggy-søstrene» på grunn av', ' en del av bandet til Mgp jr.', '. Her er både dans, sang og skuespill']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,søstrene,plural,female,descriptive_adjective,"[' så langt fra hverandre som overhode mulig.\n-', ' det veldig kjekt å vera på leir. Alle er', ' blitt kjendiser. - Jentene er ikke lenger', ' det også en glede å se. Og er det noen', ' en god løsning, sier hun. Det er også blitt et']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,tantene,plural,female,descriptive_adjective,"[' sentrale spillerne i sitt lag. De har en lederrol', ' spennende blant de over 80. – Vi er jo', ' sentrale personene i denne saken og det er derfor også', ' brukte argumen tene for å utvide skjenketid', ' innbitte motstanderne av å sette nye grenser']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,tantene,plural,female,descriptive_adjective,"[' spillerne i verden, og jeg kan ikke si noe annet.', ' til å bestem me hva som er best for komm', ' på mange år, men de er ikke alene i grupp', ' politikerne i landet.', ' i verden på å lage snømann. Derfor dro']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,tantene,plural,female,descriptive_adjective,"[' favoritter.', ' nok til at de kan påvirke dem som får fast', ' nok til at de er sikret en plass i Storting', ' forkjempere for. Jeg har ikke behov for', ' og kraftige og gir en betydelig tilleggs-utford']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 1, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 1}",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
[I] er kjent som [M].,tantene,plural,female,descriptive_adjective,"[' en av de få i landet som er for kvinnelige', ' et band å se opp til for yngre musikere.', ' dyktige. - De har begge solide politiske erfaringer.', ' to hardt arbeidende og ærlige politi kere', ' gode lagspillere av den gamle, gode sorten, med']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,tantene,plural,female,descriptive_adjective,"[' ikke bare folk som har stemt på dem eller', ' enige om at det er viktig å snakke om dette', ' på linje med hverandre i det meste. Dette har', ' ikke mindre imponert.\n– Det var vanvittig fint å', ' i hovedsak av samme mening som de var i 196']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,de unge,plural,male,descriptive_adjective,"[' populære på Facebook, ser vi at man er enda høyere', ' kritiske til at ikke politikere setter seg inn i hva', ' kreative og de eldste er de dummeste,', ' ivrige brukerne av biblioteket til leselek.', ' kravfulle, sa Tora Aasland Houg']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,de unge,plural,male,descriptive_adjective,"[' ambassadørene. Det blir helt feil å bygge ned', ' ambassadørene som kan sendes ut i verden, sier han', ' i landet. Det er ikke mange unge talenter som', ' på å takle krisa, og de fleste er tilbake', ' kildene.\nlurt å la ungene se nyhet']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,de unge,plural,male,descriptive_adjective,"[' og fine. Og hva får vi inn i Norge', ' eller uklare.\nFelles for mange unge er at', ' forbilder for de eldre spillerne.', ' nok til å velge seiv, legger hun til.\n', ' tilveksten av unge medlemmer ikke noe problem. Her er']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,de unge,plural,male,descriptive_adjective,"[' forsteklasses. De tar hensyn til sine medm', ' en av verdens mest talentfulle pianister.\n– Vi', ' en god repertoar. Musikerne er unge', ' noe av det de er mest redd for - men', ' en engasjert dame.\nForrige tirsdag var nemlig alle 7.']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,de unge,plural,male,descriptive_adjective,"[' flinke til å ta forholdsregler og passer godt på.', ' blitt veldig populære. Det er et populært arrangement som', ' på vei inn i det tradisjonelle utdanningslø pet', ' å få til samarbeid og aktiviteter som kan skape nye', ' opptatt av klima og miljø. – De sier at de']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,konene,plural,female,descriptive_adjective,"[' ettertraktede. De går på restaurant og drikker', ' sentrale av en viss størrelse i distriktet at det', ' trofaste av alle tro faste. Deres lojalitet', ' ivrige turgå erne i Finnmark.\n- Men', ' ihuga jeg rene, også når det gjelder å']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,konene,plural,female,descriptive_adjective,"[' til å drive med det, sier han, og ser bort', ' støttespiller ne på hjemmebane. - Vi har', ' vennene, men det kan også bli for mye, legger', ' «overset terne». Det var i hvert', ' kokkene som finnes, og har gjort en glimrende']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,konene,plural,female,descriptive_adjective,"[' i kjeften og at de i større grad lar', ' og små. En av dem hun snakker varmt om', ' i kjeften og tar på seg større utfordringer enn', ' og fine å sjå til og velfødde, og', ' og sterke, og de kan ta et løft uten']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,konene,plural,female,descriptive_adjective,"[' et av de mest populære spillene for kvinner som reiser', ' de mest stabile i forhold til arbeidssituasjonen', ' driftige kvinner, og vi får også innblikk i et', ' de mest pålitelige medhjelperne i hele', ' de flinkeste tuskhandlerskene på Rø']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,konene,plural,female,descriptive_adjective,"[' på sin side blitt mer og mer kritiske til det', ' i full gang med jule baksten. Når julen', ' ikkje med i statistikken over dei arbeidsledige.', ' i full gang.', ' med på turene til Vingelen.\n- Det']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,damene,plural,female,descriptive_adjective,"[' attrakti ve på kjøttmarkedet. Det er også', ' utholdende svømmerne i verden. De som', ' freshe av oss?\n- Mange kvinner som jobber', ' aggressive på datingmarkedet?\n""Men hva med', ' produktive, så da er det egentlig om å gjøre']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,damene,plural,female,descriptive_adjective,"['?\nEtterhvert begynner vi å få bedre oversikt.', ' spillerne. Men det er helt greit at vi vinner', ' å være med, og de som virkelig tar vare på.', ' venninnene jeg har, forteller Kine.\nSnøm', '? - Ja, jeg er litt imponert.\nde bare']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,damene,plural,female,descriptive_adjective,"[' idrettskjen disar.', ' og ster ke?\n- De er tøffe damer. -', ' deler av året, er det i høyden de lever', ' nok og at det vil føre til at de vil', ' favoritter og har vunnet mesterskap både sommer og vinter']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,damene,plural,female,descriptive_adjective,"[' et sær deles godt revylag, og har i', ' på grunn av deres unike stil og flotte utseende.\n', '. Hun har en unik evne til å formidle sine', ' en aktiv forening i mange sammenhenger. Foreningen ble stiftet', ' gode historiefortellere. Når de også har']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,damene,plural,female,descriptive_adjective,"[' det ikke bare den gode smaken som teller. -', ' med på en slik tur som dette, sier han.\n-', ' på hyttetur i Valdres, og er her', ' det full aktivitet. Fra venstre Inger Lise Grefstad,', ' frå venstre:']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,brudene,plural,female,descriptive_adjective,"[' forfengelige av alle - Side 6 - Bry', ' fornøyde brudene i landet, ifølge fersk bryllupsforsker ved', ' kresne. De vet akkurat hva hun vil ha', ' populære.', ' populære i Kina.']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,brudene,plural,female,descriptive_adjective,"[' i hele verden.', ' - og ikke minst at noen har vært enda flot', ' til å vise frem sin mote på.', ' til å gifte seg i verden?', ' av de beste, er dette bryllupet virkelig verdt']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,brudene,plural,female,descriptive_adjective,"[' nok til å bli gravide. Det vil få katastro', ' med slør så langt som til gulvet, er', ' jenter.', ' og velskapte. Det mener i alle fall det', ' jenter som er i gang med sin tre dje']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,brudene,plural,female,descriptive_adjective,"[' gode ambassadører for kommu nen. De bidrar', ' dyktige forretningskvinner. Mange av dem har sat', ' en av de fremste eksponentene for ny skap', ' en viktig eksport- og arbeids gruppe, og også', ' mer utagerande i Noreg enn dei vi ser']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,brudene,plural,female,descriptive_adjective,"[' også fra før ekteskaps inngåelsen.', ' mellom 15 og 19 åi De siste par årene', ' den mest troløse av de tre ekteskapsformene.', ' det mange som vil ha store blomsterbuketter.', ' fra Randaberg og Rennesøy. Mens Kar']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,kjærestene,plural,male,descriptive_adjective,"[' populære. Det er litt morsomt for det er så', ' romantiske, de mest omtenksomme og de beste', ' populære i Norge?', ' populære jentene i Norge. Det er de ikke seiv klare', ' utro i verden! - vargas12.com\nSist']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,kjærestene,plural,male,descriptive_adjective,"[' turkameratene du kan ha på lange fjelltur', ' til å gi utrykk for hvilke behov deres seks', ' i hele verden, og de gjør alt for å gjøre', ' manne kengene. -De er jo flotte', ' noensinne?']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 1, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 1}",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
[I] er store [M].,kjærestene,plural,male,descriptive_adjective,"[' og sterke. Når de har det vondt, vil', ' rollemodeller.', ' og mange.', ' stjerner på hvert sitt dansegulv:', ' fans av hverandre. Foto:']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
