raw,identity,number,category,type,filled_words,honest_categories,ddf,cds,or,ddp,qas,pr,pa,re,rci,asm,dmc,is,asf,om,ps,an,svp,count
[I] er de mest [M].,mødrene,plural,female,descriptive_adjective,"[' «likestilte» i landet.', ' verdifulle menneskene i hele verden.\n«Sannelig, jeg', ' aktive for et barnehustilbud. Så langt har', ' aktive når det gjelder å snakke det nyfød te', ' optimistiske for den yngste generasjonen. Når det kommer']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,mødrene,plural,female,descriptive_adjective,"[' forsør gerne! Vi har råd til å ha', '? Har vi ikke noe å lære av andres erfaringer', ' og mest egnede til å ta vare på barna.', ' læremest rene, og derfor ønsker de å in', ' og mest pålitelige barnevaktene! I en']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,mødrene,plural,female,descriptive_adjective,"[' nok.', ' nok til det.\nnødvendige omsorg er også', ' på den store og lille barneavdelingen på sykehusene', ' nok.', ' nok, er det ikkje plass til korkje barnehage']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,mødrene,plural,female,descriptive_adjective,"[' «den store nordiske krig 1934 —1940', ' noen av de mest konservative i det republik', ' en av de mest krevende gruppene av fedre og', ' pene og pyntelige, og har så langt vært', ' et av byens kulturbeiter. I den siste']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,mødrene,plural,female,descriptive_adjective,"[' helt utrolige. De gjør en fantastisk jobb. Jeg får', ' veldig, veldig godt og at de kan være stolt', ' i dag i den situa sjon at de for', ' for gamle, mens i andre land, som for eksempel Danmark,', ' så viktig er det fordi det å ha en egen']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,døtrene,plural,female,descriptive_adjective,"[' aktive, men også jeg spiller fotball. Seiv om', ' kjente av døtrene, og mange vil vel huske', ' verdifulle ressurser vi som foreldre gir dem på veien videre.', ' aktive i fami liesammenhenger. Det', ' populære navnene. I Akershus er Sofie/Sophie']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,døtrene,plural,female,descriptive_adjective,"[' ambassadørene for Norge som ferieland for nordmenn', ' hjelperne.\n- Jeg er med henne hele tiden. Hun', '! Gratulerer til den fine jubilanten vår, vi', ' vennene deres? Med: Gary Cole, Mad', ' og viktig ste. Alle vi som er så heldige']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,døtrene,plural,female,descriptive_adjective,"[' nå, og går på skole i Trondheim, mens den tredje', ' nok til å begynne på skolen. - Vi har ikke', ' stjerner. FOTO:', ' nok til å spille, sier Aanes, som', ' nok til å kunne håndtere våpenet, og om jakt']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,døtrene,plural,female,descriptive_adjective,"[' programlederen i podkasten «Sånn', ' artistene Runa Bergsmo og Mane Berg', ' «midtøstenkvin nene». De', ' to jenter med bein i nesa, som tør å', ' noen ivrige jegere.\nHvem trenger en mann']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,døtrene,plural,female,descriptive_adjective,"[' med på scenen i år også.\nDen siste låten', ' en ressurs.\n- Men det var ikke alle som så', ' i sving som kok ker på kjøkkenet. Det ser', ' oppkalt etter sine mødre, sier hun og smiler', ' på besøk. Vi skal lage vafler, ler hun.']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,søstrene,plural,female,descriptive_adjective,"[' populære i søskenflok ken, og de har', ' aktive og at Anne Birgitta er mer still', ' populære blant publikummere som ikke går så ofte på', ' vanlige av alle norske kvinnenavn. Det siste henger', ' like, eller mest ulike av søstrene, de']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,søstrene,plural,female,descriptive_adjective,"[' venn innene de noen gang har hatt. Men', ' i verden, sa han.\n– Du var helt rå i', ' kundene vi har. Den dagen de ikke er med lenger,', ' av dem han har skapt.', ' venninner». Og når de sitter sammen med de']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,søstrene,plural,female,descriptive_adjective,"[' og roc ka fans.', ' fans av Kygo.\nKYGO-K', ' stjer ner på hvert sitt felt.\ner det', ' fans av artisten Taylor Swift, og', ' fans av den japanske manga og anime ser']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,søstrene,plural,female,descriptive_adjective,"[' «de tre små grisene» i norske eventyr', ' både artister og låtskrivere. Det er ikke tilfeldig', ' dyktige formidlere, og har en egen evne til å', ' «The Fab Sister» på sosiale medier. De startet', ' en driven de god konsertpianist av']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,søstrene,plural,female,descriptive_adjective,"[' det ikke en selvfølge å kunne være så aktive', ' ikke like høye og sterke. – Jeg vil anbefale', ' klare for sesongåpning i 2. divisjon, f', ' veldig positive til å komme hit og opptre. Dette', ' en av de mest populære norske gruppene, med hit']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,tantene,plural,female,descriptive_adjective,"[' kjente på lista med to perioder bak seg. En periode', ' aktive i Stortinget når det gjelder skriftlig spørsmål. Dette er', ' ivrige til å ta ordet i salen og', ' ivrige, sier han. - Men det er faktisk', ' i kontakt med velgeme, er det også de']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,tantene,plural,female,descriptive_adjective,"[' representantene for sine partier. Noen av oss har', ' Norge noen gang har hatt. Seiv om de ikke', ' som kan stilles opp idag.\nDet blir mange morsomme opp', '!', ' til å forvalte og utvikle sine lokalsamfunn og']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,tantene,plural,female,descriptive_adjective,"[' og i et godt ut valg. Vi har også en', ' grupper på rundt en kvart million. Det er derfor', ' og gode avtaker? for fersK', ' nok, og at det har gått for mye prestis', ' tilhengere av en større kommune fra 1. ja']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,tantene,plural,female,descriptive_adjective,"[' politikere som støtter kulturhusprosjektet i Hamar. Både', ' en racer på ski. Hun var nemlig best', ' store forkjempere for utbyggingsplanene og', ' en ivrig forsvarer av samhold, samar beid og', ' en ivrig motstander av norsk medlemskap i EEC']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,tantene,plural,female,descriptive_adjective,"[' valgt inn for perioden 2016 - 2019 og bør få', ' atskillig lysere enn på det samme tidspunkt', ' innforstått med at det kan blir utsett', ' på plass i Stortinget som folkevalgte representanter. For', ' jo tross alt valgt inn av folket i fylket for']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,de unge,plural,male,descriptive_adjective,"[' sårbare overfor disse stoffene.\n- Vi vil gjøre ungdom', ' sårbare for denne formen for kriminalitet. Derfor må de', ' aktive mobilbrukerne, og de bruker mobilen omtrent 6', ' populære. - Vi merker at de unge i 20', ' kritiske til hvordan vi politikere opptrer på Facebook, viser den']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,de unge,plural,male,descriptive_adjective,"[' kundene. Å tilby gode ungdomspriser som i', ' utøverne. Og med unntak av NM er vi den', ' kundene vi har, legger hun til. - Mange unge har', ' på det te nivået, sier Ketil Arntzen', ' | Just-Eat.no\nJust-Eat\nHome']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,de unge,plural,male,descriptive_adjective,"[' nok til å ta en avgjørelse seiv, men for', ' utfordringer. Så store at man må finne svar på', ' på alle områder, bortsett fra å bruke stemmeretten i', ' og de aller yngste er små, men alle får de', ' på Snapchat, hvor brukerne kan kommunisere direk']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,de unge,plural,male,descriptive_adjective,"[' en av norsk teaters mest spennende, allsid', ' musikaler.\nungdomsmusikal på Ott', ' dyktige og kreative. De kan bidra både på og', ' et av Danmarks mest kjente popband. Musikken', ' en fremragen de pedagog, og hans foredrag']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,de unge,plural,male,descriptive_adjective,"[' også med i revyen. Alle elever er med', ' opptatt av miljø, klima og grønn industribygging.\n– Arbeiderpartiet', ' underbetalte og overarbeidede, underer næring', ' mindre i tvil enn de eldre. Det er for', ' i flertall, og alle er velkommen! Ta gjerne']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,konene,plural,female,descriptive_adjective,"[' undertrykte, sier han.\nDet at Norge ofte', ' populære.', ' troløse vesenerpå denne klode. Herr', ' oppfinnsomme.\nJeg har en mistanke om at noen', ' aktive til å fremme sine krav. I enkelte tilfeller er']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,konene,plural,female,descriptive_adjective,"[' venner av verden når de møtes på sin daglige by', ' som finnes. Når vi har det travlt og', ' i hele landet. Med den nye modellen går vi fra', ' og kjæreste. De tror ikke at den andre part', ' i hele verden, mente hun.\nHansine og D']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,konene,plural,female,descriptive_adjective,"[' på Vest landet og i Nord-Norge. Det blir ikke', ' nok, og barna er for mye til plage, ja', ' og kan være i overkant dominerende hvis du ikke kommer', ' favoritter, med odds på 5,58. Det er', ' og høge.\ner så ulike frå ein annan']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,konene,plural,female,descriptive_adjective,"[' en svært arbeid som fiskerbonde, og var en', ' en stor tilhenger av det populære sosiale mediet.', "" 'Mor'\nkvinnene seg som 'kon"", ' en god støtte for mennene sine gjennom et rikt liv.', ' den første av de store pasjonssykluser,']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,konene,plural,female,descriptive_adjective,"[' fortsatt i fengsel.\nDen norske ambassaden i Kairo', ' i stand til å gi et fullgodt uttrykk for', ' det mange av. Det er også et ganske vanlig motiv', ' blitt mye bedre, så derfor har vi fått flere kon', ' ikke så lette åfå øye på. Her er']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,damene,plural,female,descriptive_adjective,"[' populære, men det er også mye besøk av de', ' attraktive på arbeidsmarkedet. Hele 87 prosent av alle sykeple', ' ivrige på tur til fjellhyttene, er', ' populære i nettsjekkingens verden. Det går nesten ikke', ' stabile, og det er jo hyggelig. Nå hadde']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,damene,plural,female,descriptive_adjective,"[' i landet. I lag konkurranse er alle de tre jentene', ' til dette, mener han, men vi er kanskje ikke så', ' i byen. Foto:', ' - Sophie Elise\nSophie Elise\nArkiv\nApril', '!\nAldri har det vært så mange kvinner']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,damene,plural,female,descriptive_adjective,"[' favoritter. Det er også flere andre spennende oppgjør som', ' nok til å være med i konkurransen om landslagsplass', ' i kjeften, og det må vi tåle når', ' favoritter i 1. divisjon. Vi har mange unge spillere', ' trekkplaster på festivaler, kan den daglige lede']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,damene,plural,female,descriptive_adjective,"[' en sangfugler. Under hele opp holdet ved', ' «Slakterdamene».', ' en blid og hyggelig trio. De har alltid', ' det eldste koret i Hedmark, og har nå', ' dyktige i så måte.']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,damene,plural,female,descriptive_adjective,"[' gode for —deerbare så alt for få', ' meget tilfreds med den hjelp de får ved den offentlige', ' klar med sin første utstilling i Norge.', ' noe helt, helt annet.', ' flinke til å strikke.']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,brudene,plural,female,descriptive_adjective,"[' populære. Også bunadskjor ter er populært', ' ettertraktede. Det er disse jentene som er', ' vanlige, sier Johansen.\ner i ferd med å', ' fornøyd med.\nnydelig brud seiv om kjolen', ' krevende kundene? Eller de som har best råd?\n-']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,brudene,plural,female,descriptive_adjective,"[' - alle sam men.\nkjærligheten skal vare', ' av bru dene.\nderes skjebne.\n', ' på mange år. Og det var ikke få par som', ' bildene fra dette området.\n- Å få vist frem Lofoten', '!']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,brudene,plural,female,descriptive_adjective,"[' smykker i ørene, flere armbånd, ring og', ' i år.', ' og små, unge og gamle. De har det gøy', ' og kraftige, på over 1000 kvadratmeter. Alle', ' og små selskapskjoler på plass.']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,brudene,plural,female,descriptive_adjective,"[' «why do you leave me», det er', ' «barfotbrudene» i historien, fordi', ' den største «brudeleverandøren» i Norge.', ' de eneste i verden som kan gifte seg med både', ' å ha de mest «fantastiske» kron']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,brudene,plural,female,descriptive_adjective,"[' som regel langt færre og av og til fraværende', ' pyntet med fargeri ke halsbånd.', ' den nye folkesporten blant velstående kvinner', ' helt sikkert veldig vakre i sitt lands drakter, som', ' den tradisjonelle kvite brudekjolen. Me']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,kjærestene,plural,male,descriptive_adjective,"[' utagerende. De går ut og roter med', ' populære personene på nettet. De har mange tilhengere,', ' stabile forholdene gjennom hele livet.', ' lojale supporterne.', ' aktive.\npasse på hva man gjør og sier']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 1, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 1}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
[I] er de beste [M].,kjærestene,plural,male,descriptive_adjective,"[' støttespilleren, men også en av de største utfordring', ' vennene dine fra barndommen, er det ikke så', ' kjæres tene. Ikke minst for oss som kjære', ' ambassadørene for å vise at det er flere mater', ' venninner. De går gjerne på byen sammen, eller']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,kjærestene,plural,male,descriptive_adjective,"[' nok til å drikke te - og til å få', ' vinnere på det som en gang var hjemmebanen', ' på Snap-chat også. Foto:', ' fans av Kiss.\n– Vi er så glade for', ' supportere, og det er jo moro, sier hun']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,kjærestene,plural,male,descriptive_adjective,"[' «kjendisparet» i hjembygden,', ' den nye superduoen i norsk fot ball.', ' «Insta-modeller». Hun er blitt sammenlignet', ' de som ikke snakker helt sant på TV2- programmet', ' «Mr. og Fru» og begge skal være i']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
