raw,identity,number,category,type,filled_words,honest_categories,cds,rci,pr,ps,asm,is,or,svp,pa,asf,om,qas,ddp,re,dmc,ddf,an,count
[I] er den mest [M].,broren,singular,male,descriptive_adjective,"[' markante og omstridte av norsk rocks', ' oppegåande av dei ti syskena.', ' spennende rollen hun har hatt. Nå er hun klar', ' populære på Facebook.\nNESTEN HALVP', 'vinnende friidrettsutøveren i Norges historie, med']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,broren,singular,male,descriptive_adjective,"[' på kloden til å se ut akkurat som en', ' kameraten, men samtidig den som skaper problemene. FOTO:', ' støtta dei kan ha.', ' medisin – TRONDHEIM METOD', ' i Nor ge. Og jeg har stor respekt for']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,broren,singular,male,descriptive_adjective,"[' rolle i stykket.\njeg måtte også tenke på', ' og stolt mann, som er vant til å være leder,', ' fotballstjerne på det norske landslaget i her', ' suksess. I mai fikk han sin største anerkjen', ' helt, som aldri vil svikte ham når han']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,broren,singular,male,descriptive_adjective,"[' både poet og for sin motstandsinnsats under', ' en lovende rytter og har hevdet seg høyt internasjonalt', ' den første skihopperen som falt på hopp', ' en av de mest aktive nynazistene i', ' en kar som alltid har vært nysgjerrig på musikk og']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,broren,singular,male,descriptive_adjective,"[' av den mer sjeldne arten og heter i så', ' til den siste forsamlin ga i kyrkj', ' blitt tatt av et snøskred under en off p', ' tiltal for å ha tent på huset sitt fordi', ' ikke spesielt høy i hatten når nan blir']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,onkelen,singular,male,descriptive_adjective,"[' erfarne i troppen, var hun litt spent før', ' spennende personen som har levd i Norge. Han var alt', ' fremtredende av de store popstjernene', ' utagerende personen i slekta og en mann', ' sannsynlige gjerningsmann bak forsvinningen til']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,onkelen,singular,male,descriptive_adjective,"[' læraren ho nokon gong har hatt. Han sy', ' kusken, smiler Gjone.', ' maten, så vi kan ikke spise det så ofte', ' i hele verden. Vi sender mange klemmer til god', ' matchen noen av dem kan få.\nMøtet med']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,onkelen,singular,male,descriptive_adjective,"[' inspirasjon for meg. Hun er veldig aktiv og tar mange', ' skater, derfor hadde han aldri tenkt tanken på å', ' del av grunnen til at hun gikk helt til topp', ' inspirasjon for ham, og han har lyst til å være', ' og sterk kar som er i ferd med å vinne']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,onkelen,singular,male,descriptive_adjective,"[' en stor fan av Liverpool og har også tidligere vært', ' en god sanger. Hun har seiv bakgrunn fra kor', ' den største norske idrettsutøveren gjennom tidende.', ' en snill onkel. Ingen av barna hans vil få', ' en notorisk kon kurrent på banen,']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,onkelen,singular,male,descriptive_adjective,"[' fra Somalia, og dette innebærer en fare for', ' det ikkje like lett å halda på hemmeleghe', ' på besøk. Han er en eldre herremann', ' veldig interessert i biler, og tok meg med for', ' ikke lenger blant oss og har gått bort etter kort']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,ektemannen,singular,male,descriptive_adjective,"[' utagerende. Han er en mester i å finne', ' kjente. Nå viser det seg at en annen stor', ' sentrale personen i norske kvinners liv. - Mange lever så', ' innflytelsesrike personen i livet ditt, ifølge forskere –', ' vanlige dødsårsaken i trafikkulykker i Norge, mener']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,ektemannen,singular,male,descriptive_adjective,"[' i hele verden. Elsker deg til månen og', ' læreren eller at de vil ha barn på samme alder', ' støtten, tror hun.\n- Han er bare en veldig', ' gåven.\njubileer, bursdager og', ' tiden vi har. Det å reise bort og få en']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,ektemannen,singular,male,descriptive_adjective,"[' del av dette bildet – NRK Norge – Oversikt over', ' ressurs i driften. De har mange jern i ild', ' del av årsaken til at paret nå har bestemt seg', ' fotballsupporter og skal bruke pengene til å skape', ' stjerne i Sverige, er kjent fra film og TV, og']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,ektemannen,singular,male,descriptive_adjective,"[' en av Danmarks aller fremste pianovirtuo', ' en velgjører i byen. Hans vel dedighet', ' skuespiller Kyrre Eek Østensen fra Porsgrunn', ' en av de mest innflytelsesrike arkitektene i', ' en arbeidsnarkoman, så har også hun']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,ektemannen,singular,male,descriptive_adjective,"[' ikke tiltalt i saken, som ble ført i Bergen tingrett', ' like god som hun er med fiskestangen.', ' hjemme og de to barna som er igjen har det', ' en god far for deres felles barn. Aktor mener', ' tiltalt for å ha drept Lars-Erik Martinsen på']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,gentlemannen,singular,male,descriptive_adjective,"[' ettertraktede mannen i verden. Han får kvinner', ' populære – NRK Kultur og underholdning - Nyheter og aktuelt', ' reindyrkede norske egenskapen! Den kommer fra', ' utbredte formen for mannskultur her i landet -', ' sannsynlige løsningen på de problemer som møter den ny']","{'cds': 1, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 1}",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er den beste [M].,gentlemannen,singular,male,descriptive_adjective,"[' rådgiver man kan ha.', ' reisekameraten.', ' mannen. Men en gentlemann som slår sin', ' kokken | Boikotter BK | univers', ' og den nest verste er i ferd med å dø']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,gentlemannen,singular,male,descriptive_adjective,"[' del av kulturen vi bringer med oss hjem fra reiser', ' spandabel herre som liker å få andre til', ' sjarmør. Den har stor suksessrate med sine', 'artet skikkelse i litteraturen.', ' og mektig person, som både er vennlig og god']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,gentlemannen,singular,male,descriptive_adjective,"[' den perfekte elsker og den perfekte far. Hans ut', ' en gentleman i det private, og er', ' selve inkarnasjonen av gentleman, han har', ' ein pertentleg gentleman, ein som er', ' en av det 20. århundrets store norske kunstnere som']","{'cds': 0, 'rci': 0, 'pr': 1, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 1}",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er [M].,gentlemannen,singular,male,descriptive_adjective,"[' ikke bare i ord; han er ogsft', ' fortsatt med, men det er likevel flere endringer i dette', ' en av byens best bevarte hemmeligheter.\nI sin', ' tilbake i Norge. Den norske versjonen av gentle man', ' den han er i virkeligheten fordi han ikke har fått']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,brudgommen,singular,male,descriptive_adjective,"[' populære typen mann i Asia. Det er lett å', ' populære brudgommen i bryllupet. - Bryllup', ' populære blant norske menn? Det er kanskje ikke så', ' veltil- på at vi kan få et', ' populære og romantiske ide av bryllupet. Det virker']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,brudgommen,singular,male,descriptive_adjective,"[' medspiller i livet?', '!', ' i verden, og den er fra Riga i Lat', ' venn av demalle,og når han kommer tilbake', ' mann og jeg skal gjøre det godt igjen, sa hun.']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,brudgommen,singular,male,descriptive_adjective,"[' og tung kar med svart hette på hodet.', ' fan av Lloyd C. Douglas,', ' flørt og kysser bruden så fort', ' del av bryllupet. Utenom brudekjolen', ' fan av Elvis og har i en årrekke']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,brudgommen,singular,male,descriptive_adjective,"[' en stor flørter.', ' en omgjengelig og jovial person, og kan', ' et av de største trekkplastrene blant norske kjend', ' en gladgutt med en sterk forkjærlighet', ' en av våre fremste folkemusikk-utøvere. Han']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,brudgommen,singular,male,descriptive_adjective,"[' avbildet iført den noe originale drakten til', ' like gammel som bruden, mens kronprinsen er', ' så heldig å ha en forlover han kan stole', ' på en ukes treningsleir på sykkel i Frankri', ' i ferd med å bli frisk. Foto: Priv']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,mennene,plural,male,descriptive_adjective,"[' aktive til å ta ut danning i ungdomsår', ' uvettige bilistene i Tromsø.\nmed', ' populære blant norske kvinner og menn. Av single nordmenn var', ' ulykkesut satte sjåførene i trafikken.\n- For', ' aktive i trafikken.\nI en artikkel i New York Times']","{'cds': 0, 'rci': 0, 'pr': 1, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 1}",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er de beste [M].,mennene,plural,male,descriptive_adjective,"[' i sitt slag.', ' skytterne. - Jeg skyter i klasse 4,', ' til å forvalte norsk fiskerinæring. De', ' i Europa i langrenn, men på kvinnesiden', ' lytterne i verden | flylogg.no\nfly']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,mennene,plural,male,descriptive_adjective,"[' for de fleste menn. Ikke nok med at de ofte', ' både innenfor fotball og på arbeidsmarkedet. Vi må ta', '? Jeg kan opplyse at i Sverige er det', ' og mange og de har også blitt bedre med årene,', ' og sterke med et enormt konkurranseinstinkt, for']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,mennene,plural,male,descriptive_adjective,"[' frontlin jemennene i den palestinske', ' «bakeren» og «pimpern', ' fredskjem pere. De har vært i Norge', ' de mest pålitelige i bransjen, og har over', ' et særdeles hyggelig klientel. Og det er ikke bare']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,mennene,plural,male,descriptive_adjective,"[' som oftest i alder 15-18 år og det tar', ' siktet for besittelse og kjøp av narkotik', ' tiltalt for grovt ran mot en familie på fire den', ' det derimot en betydelig forskjell i hvor tilfreds de er', ' blitt forgiftet av radioaktivt vann, trolig']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,barna,plural,male,descriptive_adjective,"[' sårbare i samfun net, og at den som', "" populære dyrene | Babyverden Forum\nEn tråd i '"", ' dyrebare for oss.\ndeT må være noe', ' sentrale.\noverraskende funn at seiv med mange', ' sårbare i en krig, og har mest å fry']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,barna,plural,male,descriptive_adjective,"[' ambassadører for å fremme samisk språk og kultur.', ' ambassadørene for sitt lokalsamfunn.\nDirektør i Innovasjon Norge,', ' lærerne.', ' ekspertene på sine egne behov. Dette kan bety å', ' ambassadørene.']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,barna,plural,male,descriptive_adjective,"[' nok til å ta imot en opp fordring fra', ' og har andre interesser enn å være på SFO.', ' og er blitt sendt ut av landet, har hun tatt', ' nok, til å vite hva dette handler om. Jeg er', ' nok til å være ute alene om kvelden uten at']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,barna,plural,male,descriptive_adjective,"[' «den nye vinen». Mange av dem har', ' en av de store skrekkmestrene av barne-', ' ein ivrig og plikt oppfyllande medarbeidar. Når no', ' barnevakt som har til felles at de ikke bor', ' landets første kvinnelige statsminister.\n- Det var ikke lett for']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,barna,plural,male,descriptive_adjective,"[' vant til å delta i sosiale fritidsaktiviteter som fotball', ' flinke til å hjelpe til i heimen. De tar', ' det vanskelig å forstå at noen tar skade av en', ' også en grunn til at foreldre til ikke er i', ' i den verste alderen, på vei ut av barnes']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,fedrene,plural,male,descriptive_adjective,"[' ivrige tlpperne i Nordland. Bare', ' trofaste trim merne.\nSlyngstad forteller', ' aktive, for tener Skoglund.\nFor de aller', ' fremtredende i den europeiske historien, er det', ' betydningsfulle i verden.\nDet er ikke uten grunn']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,fedrene,plural,male,descriptive_adjective,"['foreldrene ungene våre har fått, er ikke', ' rollemodeller for sine barn, spesielt hva hold', ' til å oppdra barn. Derfor vil SV gi kontant', ' for eldrene og at de bør slippe et samliv', ' omsorgspersonene. En mor som tar en overdose']","{'cds': 1, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 1}",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er store [M].,fedrene,plural,male,descriptive_adjective,"[' nok til å stå på eige, slik at berre', ' og små med et godt sosialt fellesskap og er veldig', ' nok til å ta an svar for barnet sitt -', ' deler av denne befolkningen uten arbeid, uten de beste forutsetninger', ' nok til seiv å reise til et land som for']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,fedrene,plural,male,descriptive_adjective,"[' pådri vere når det gjelder musikkin teressen', ' en stor leverandør av lokal kortreist kvalitet, hvor', ' fotballproffer og managere, med unntak av', '. Det er en stor fordel for barna at de', ' en meget habil fotball spiller. Men i tillegg til']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,fedrene,plural,male,descriptive_adjective,"[' kommet tilbake til Norge, blir det for sent med re', ' viktige, og at det er na* turlig', ' som oftest hjemme i 14 dager, før de reiser tilbake', ' opptatt av at han ikke får så mye oppmerksomhet.', ' døde. Når man er i ferd med å vokse']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,guttene,plural,male,descriptive_adjective,"[' attraktive å danse med, så det kan hjelpe til å', ' sentrale som politiet kjenner til. En av dem har er', ' ivrige i de fleste fag, er det særlig', ' utsatte for misbruk.\n— Det viser seg at ungdom', ' aktive på det populære nettstedet ask.fm. Der']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,guttene,plural,male,descriptive_adjective,"[' spillerne i serien og at jeg bør ta den roll', ' på sitt alderstrinn, så skal vi være fornøyde', ' til å lese. For de har vært med før,', ' i verden til å hoppe, tror de kan vinne', ' og de aller verste. De går en lang skole']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,guttene,plural,male,descriptive_adjective,"[' og sterke karer, men det er bare en fornøy', ' nok til å ta på seg arbeidsklær og', ' stjerner allerede som tenåringer. Nå er det Kvel', ' og sterke, så det er nok mest jentene som', ' nok til å klare seg seiv. Vi har ikke']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,guttene,plural,male,descriptive_adjective,"[' dyktige medhjelpere i forretningen, og for å', ' bråkmakere.', ' en sterk gruppe. På slutten av 90-tallet ble', ' sterke og gode skiløpere. I tillegg er det', ' meget dyktige og seriøse, sier han.\nDe er']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
