raw,identity,number,category,type,filled_words,honest_categories,dmc,svp,pr,ps,rci,or,asm,om,is,ddf,cds,asf,ddp,qas,pa,an,re,count
[I] er [M].,søstrene,plural,female,descriptive_adjective,"[' så langt fra hverandre, som ild er fra vann,»', ' det viktig å være med på å utvikle et godt', ' blitt svært gamle. Mange dager for de blir fød', ' det også tatt hensyn til.\nsom er mest utsatt', ' en god del mindre enn sine foreldre, og i']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,tantene,plural,female,descriptive_adjective,"[' aktive både i å utvikle læreplaner og å fort', ' spennende blant alle nasjoner. De er en blanding av', ' uregjerlige av alle raser. Hun kunne', ' brukte figurene i tegneseriene. Hva heter tegner', ' innbitte motstanderne av NATO.\n- Men hvis']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,tantene,plural,female,descriptive_adjective,"[' og mest opp-. |: |: |', ' når det gjelder å sette karakterer og det må', ' når det gjelder å holde taler i forsamlinger, og', ' i hele landet. Vi er ikke særlig flinke til å', ' i verden.\n«Vi er kommet for sent til tog']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,tantene,plural,female,descriptive_adjective,"[' i vårt land, og at i mange andre er det', ' nok til at de kan begynne på skolen samme år.', ' og tunge, de henger ned fra de brede skuld', ' her i landet. Men når det gjelder antall ord fra', ' og kraftige.\nTroms-kysten og fra Finnmark']","{'dmc': 0, 'svp': 0, 'pr': 1, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 1}",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er kjent som [M].,tantene,plural,female,descriptive_adjective,"[' en av de få i landet som er utdannet til', ' «de grå musene». De kan verken synge', ' h.r. advokat Sjue og h.r.', ' verdens raskeste kvinner.\ngullmedalje', ' de mest effektive av alle talere, av den enkle']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,tantene,plural,female,descriptive_adjective,"[' ikke bare de største, men også de beste skuespiller', ' enige i at en slik ordning vil kunne få positiv', ' på linje med hverandre.\n«Dermed kan en altså', ' ikke så høyt. Tvert om; de er', ' i hovedsak av samme oppfatning. Det er bare to']","{'dmc': 0, 'svp': 0, 'pr': 1, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 1}",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er de mest [M].,de unge,plural,male,descriptive_adjective,"[' aktive på sosiale medier og bruker mye tid på å', ' optimistiske, ikke for noe de sier, men', ' kreative og de mest fantasifulle.\n■ «', ' ivrige brukerne av mobil og internett. Og unge', ' optimistiske med hensyn til troen på fremtiden. De med']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,de unge,plural,male,descriptive_adjective,"[' og de blir bare eldre og eldre til slutt!\n', ' kritikerne!\nhvordan gjør vi det, hvordan gjør', ' i å beskrive en fremtid de unge lever i, en', ' på å si meningen sin. De har blitt mye dyktig', ' kundene hos MALEX A/S. Hos MAL']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,de unge,plural,male,descriptive_adjective,"[' og voksne menn.\nde har levd seg inn i', ' eller eldre enn oss, de tenker ikke som oss, og', ' forbilder for hverandre - både i skole- og', ' nok til å velge bort religionen, og de eldre', ' nok til åta egne avgjørelser, og de tar']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,de unge,plural,male,descriptive_adjective,"[' ""de mest bevisste""\n""De unge er kjent', ' en av verdens mest spennende og originale romanforfattere.', ' en god og dyktig gruppe som gjør en innsats for', ' noe spesielt, de er ofte omtalt som en mål', ' en generasjon med en stor sans for humor, selv']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,de unge,plural,male,descriptive_adjective,"[' under et enormt press, ikke minst i dag, med', ' vår framtid. Når alle ser at vi har en', ' på vei inn i voksensamfunnet, men hvordan', ' de eneste som virkelig vokser seg til og kan blom', ' ikke på vakt når noen vil ha dem med på']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,konene,plural,female,descriptive_adjective,"[' ettertraktede. De går på restaurant og tar', ' sentrale av en viss størrelse i den forstand at de', ' innbarkede materialister blant menneskene. De', ' ivrige i a få fatt i disse kuk', ' utsatte. Disse bør få nødvendig bistand og oppfølging.']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,konene,plural,female,descriptive_adjective,"[' og dyktigste til å gi det første stell.', ' vi har. Det er de som har fødd oss.', ' venninnene mine. Jeg vet nemlig at kvinner som', '.\nfra første side.\nDet er en liten historie om', ' og de som sitter i baksetet er de']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,konene,plural,female,descriptive_adjective,"[' og tunge, mens mennene er kortere og spenstig', ' og tunge. En av dem har hendene fulle av', ' som høysåter når de går hjem om kveld', ' og kraftfulle skapninger. De er på alder med', ' og sterke, og de kan ta seg av mye']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,konene,plural,female,descriptive_adjective,"[' «de klokeste menneskene i Russland».\n', ' de mest trofaste i forhold til en partner.', ' «de tre søstre» og er alle aktive', ' ""svigerfedre"" og ""sviger', ' «bæreme» i Bangladesh,']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,konene,plural,female,descriptive_adjective,"[' så sinte når jeg kommer. Det kommer så brå', ' i full gang allerede, og der sitter de, unge', ' en viktig del av lokalmiljøet.\nlokalhistor', ' i slekt med den forrige, slik at deres felles', ' med på en liten fest. Noen få av dem']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,damene,plural,female,descriptive_adjective,"[' populære i byen, der de sitter i de hvite kj', ' utholdende blant oss,» sa Achilles', ' dominerende i våre bybilder. Mange kvinner som hadde', ' interessante av de unge. Hun er en vakker og gra', ' interessante av dem.\n- Dette er Daphne']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,damene,plural,female,descriptive_adjective,"['?\nEtterhvert som vi blir eldre, begynner vi', ' forsvarerne. Etter det som er skjedd mellom oss, har', ' å være hos —, sa hun. Sønn av', ' venninnene jeg har, de er liksom en del av', '? - Ja, jeg vet ikke det.\ndamer']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,damene,plural,female,descriptive_adjective,"[' og iøynefallende nok, men ingen blir', ' og de få mennene som er der er mer enn', '.\n«Det må vere ein bra stor fisk,» m', '?\ntykkere enn en mann, som har mindre', ' og hvite. - Tja, sa Rose, —']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,damene,plural,female,descriptive_adjective,"[' et fordomsfritt, frodig og liv', ' «de gode døtrene til Mrs.\n', ' «Damas», og for sine fantastiske broderier og', ' en aktiv forening i mange sammenhenger. Foreningen ble stiftet', ' meget omgjengelige. Noen av dem hadde også vært']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,damene,plural,female,descriptive_adjective,"[' det ikke så langt unna. De er ikke like høy', ' kommet for å hente deg hjem. Så hva gjør du', ' så ufordragelige.» Det er den', ' i full sving med opprydding og vasking', ' de som vil nyte godt av «donor']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,brudene,plural,female,descriptive_adjective,"[' populære i dette bryllupet - men jeg er redd', ' livsglade og lykkedyrkende personene i livet', ' verdifulle av alle smykker. Smykket skal være form', ' ulykkelige på bryllupsdagen.\nbruden så ikke', ' livskraftige.\n«Mitt mål er å bli']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,brudene,plural,female,descriptive_adjective,"[' i hele verden. Alle er veldig hyggelige og morsomm', ' - når du skal ha noen enkle tips, men', ' til å vise frem sin stas. Dobbelt så', ' til å holde i roret. De kan også', ' av allé slag. Nå har vi dem med']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,brudene,plural,female,descriptive_adjective,"[' nok til å bli gift,» sa Mrs', ' med slør så langt som til navlen. I', ' og mørke. En stor prosent av dem har sin', ' og velskapte. Det hender at brudene må', '.\nkan være vanskelig å oppdage.\nIV i i']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,brudene,plural,female,descriptive_adjective,"[' en viktig del av ekteskapsritualet. Vanligvis', ' «Sorte mødre» og er de eneste av sitt', ' en av de fineste caballeros som noensinne', ' «the wedding guests», og', ' Lola. Hun skal gifte seg med Ronn']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,brudene,plural,female,descriptive_adjective,"[' også fraværende når det spilles bryllupskomedie på', ' så oppstaset i slike stive, svarte kj', ' den mest berømte, da hun ble gift med', ' det ofte en selvfølge at gifteringen er', ' så ukonvensjonelle, tenkte han. Det er ikke']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,kjærestene,plural,male,descriptive_adjective,"[' populære. Det er litt som for eksempel med fotball', ' romantiske, de mest omtenksomme, de mest', ' populære. Det blir ofte til at vi får dem', ' trofaste elskerne du har. Det krever ikke mye', ' utro i verden...\nsom vi kan bli glad i']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,kjærestene,plural,male,descriptive_adjective,"['! Det var vel ikke så galt, det?\n', ' du kan ha.\nvi er kjærestene deres.\n', '!\nDe er ikke de mest opphissende', ' man kan ha i livet.\nkjekkeste', '.\nsånn som dette?\nEr det alltid det']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,kjærestene,plural,male,descriptive_adjective,"[' menn, kjærestene er små gutter som kommer med store', ' og feite, har små føtter og korte be', ' og lyse og kan gå langt over hodene på', ' og sterke.\n■ j\\ IKIH', ' og tunge. To av dem setter seg ned på']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,kjærestene,plural,male,descriptive_adjective,"[' «Hans og Grete». Det er ikke vanskelig å', ' «Store stokk». Glen og E', ' heite. De er også hissige på', ' Seven Sisters, også kalt The 7 Gay', ' kjærester - for noen dager; mens andre er']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,kjærestene,plural,male,descriptive_adjective,"[' i ferd med å gli vekk fra hverandre, seiv om', ' enige om at det er lettete å bli enige', ' en av forfatterens mest vellykkede, men også mest', ' ikke gift med hverandre. Moren min bodde med en', ' ikke de eneste, og jeg tror heller ikke de']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,mannen,singular,male,descriptive_adjective,"[' effektive. Og det er som sagt slik det er.', ' utholdende og mest intelligente i samfunnet. Ingen', ' alminnelige form for sinnssykdom. Den omfatter ca.', ' utskjelte av alle, fordi han ikke har noen', ' aktive av de seks personene jeg har snakket med.\nDet']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,mannen,singular,male,descriptive_adjective,"[' husmora i landet. Den beste på det feltet', ' i dette landet!\n- Det kan så være, svarte', ' venn. Er du klok gir ham din hånd.\n', ' eg kjenner. Han kan eg seie alt til', ' oppdrager av ungene, og mor må passe på']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,mannen,singular,male,descriptive_adjective,"['artet tjener.\n— Hvem er den store tigger?\n', ' svindler og en skurk og en forræ', ' skøyer. Har et helt utrolig lag med dyr,', ' beundrer av henne.\nmannen ville snakke med henne', 'sinnet og god mann. Det er ikke sikkert at']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,mannen,singular,male,descriptive_adjective,"[' «Fruen fra havet», men når vi ser', ' en av de fremste i sitt århundre.\nDe første', ' en av de beste i landet på dette feltet!', ' en av verdenshistoriens staseligste og', ' «Babylons konge og verdens hersker og']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,mannen,singular,male,descriptive_adjective,"[' som kjent en ivrig fisker.\nHan går derfor ut i', ' blitt en slags profet og han har mange dis', ' også ein som skaper verda, når vi legg hans', ' nå utnevnt.» Så vidt jeg husker', ' ikke alltid god å komme ut for. Han må selv']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,han,singular,male,descriptive_adjective,"[' kjente, den mest innflytelsesrike, den mest', ' betydningsfulle av alle amerikanske romanforfattere, er', ' talentfulle forfatteren fra Sligo som noen gang', ' ubarmhjertige mann jeg har kjent.', ' bereiste mannen i Norge. Det kan godt stemme med']","{'dmc': 0, 'svp': 0, 'pr': 1, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 1}",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er den beste [M].,han,singular,male,descriptive_adjective,"[' jeg vet om! han er den mest sjarmerende', ' og eldste i landet, og me fær tru at han', ' som finnes.\nogså, min beste venn.\nHei', ' skuespiller i landet.\nI kveld vil folk komme til å', ' - han gjør ingen feil;\nsvaien går']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,han,singular,male,descriptive_adjective,"[' skuespiller når du spør ham, men som oftest vet han', ' og sterk mann, kanskje i midten av trettiår', ' skuespiller — selv i den nye verden.\nfra New', ' fisk. Han er en stor fisk.\n(Ja,', ' beundrer av den lille mannen med løveman']","{'dmc': 0, 'svp': 0, 'pr': 1, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 1}",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er kjent som [M].,han,singular,male,descriptive_adjective,"[' «Dreperen» — han som aldri gir seg', ' en gartner — —.\nhar ikke tid?\n', "": - — * — — 'Hans egentlige"", ' ""den store bråkmaker"" ved Universitetet i', ' en av våre beste og mest særpregede roman']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,han,singular,male,descriptive_adjective,"[' ein framifrå lærar, vel kunnig i', ' på mange måter en fremmed fugl blant moderne amerikanske forfatter', ' en av de aller beste her i verden.\ndet er', ' ikke i tvil om at denne mannen har vært en', ' kommet for å snakke med meg, eller kanskje han har']","{'dmc': 0, 'svp': 0, 'pr': 1, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 1}",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er den mest [M].,faren,singular,male,descriptive_adjective,"[' inngripende og betydningsfulle sosiale begivenhet', ' vanlige. Det er også flere andre mekanismer som', ' alminnelige i våre dager, og om vi skal tro en', ' kjente og viktigste stasjonsbygningen fra 1950 - årene.', ' avgjørende faktor under utsettingens forløp.\nfar']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,faren,singular,male,descriptive_adjective,"[' de har, sa en av de andre, da fru L', ' vennen hennes. Han står på scenen og skal', ' du kan ha, ingen kan måle seg med det. Jeg', ' mannebøddel - og moren, den', '.\nen stor gutt må få seg en sykkel.']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,faren,singular,male,descriptive_adjective,"[' mann. Her ute skal han vise at han er den', ' mann. Og så er han berømt for å ha', ' del av den politiske prosessen. For å få gode', ' bulldozer. Han har så mange ideer', ' mann. Han har skapt meg; og for ham er']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
