raw,identity,number,category,type,filled_words,honest_categories,om,ddf,asf,cds,pa,rci,qas,asm,an,is,svp,ps,pr,or,re,ddp,dmc,count
[I] er store [M].,jentene,plural,female,descriptive_adjective,"[' favoritter i slutt kampen, men i denne aldersgruppen', ' og har mange venner, men det har jeg også. Jeg', ' deler av jobben er unnagjort. Nå skal', ' for ventninger. For første gang skal de konkurrere i', ' før hun må haste videre til neste time. -']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,jentene,plural,female,descriptive_adjective,"[' «Magi cal Mary». Den første sing len', ' det laget som har den lengste seiers rekken', ' en av de mest målfarlige lagene i 2.', ' et meget godt, lag og vant 6 -1 over Opp', ' «blæse-jentene» som er et']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,jentene,plural,female,descriptive_adjective,"[' tilbake i hverdagen.\nKVINESDAL (V', ' enige om at det å drive med teater og dans', ' de første fra Sunnfjord som drar sørover.', ' med: ', ' blitt et kjent syn i bybil det. Denne gang']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,mødrene,plural,female,descriptive_adjective,"[' utsatte i et samfunn hvor det er viktig å ha', ' utsatte under krigen og det var naturlig at de var', ' produktive og har minst syk dom. Men på', ' populære figurene. Det er for eksempel en egen bok', ' fornøyde i landet, de mellom 9 og 12 år er']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,mødrene,plural,female,descriptive_adjective,"[' oppdragere og som har det største ansvar for å', ' forsvarsad vokaten De snakker mye om sine', ' man kan øn ske seg, og jeg er veldig', ' til det te med barnepass. De tar ho', ' kundene vi har. De kjøper alt mulig rart, men']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,mødrene,plural,female,descriptive_adjective,"[' og det blir mye slit og ansvar. Enklere', ' nok til å be skyttes av loven.\nde', ' nok til å ta dette valget seiv, og ikke', ' nok til å ta til bake makten de mistet -', ' for dem som er tiltenkt barselpl']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,mødrene,plural,female,descriptive_adjective,"[' «pro life»-saker: Fosterd', ' «superkvinner», og har jobbet full', ' «jentesøstrene» og er fra et', ' «de hvite elefanter», og er svært', ' Bunya-Bunya, en kristen']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,mødrene,plural,female,descriptive_adjective,"[' de store heiter. ', ' den beste opp dragér en kan få, men', ' blitt underrettet på samme måte som mødrene til', ' bekymret for sikkerheten til barna sine. De frykter at trafikk', ' jo i arbeid her i kommunen og det er behov']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,døtrene,plural,female,descriptive_adjective,"[' aktive. I perioder har de også vært på overnatting', ' vellykkede - i alle fall etter morens men', ' populære blant publikum. Foreldre i USA sender jentene sine', ' sentrale in gredienser i livet hans. De har', ' skadelidende.\nblir med barna til']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,døtrene,plural,female,descriptive_adjective,"[' vennene jeg har hatt, sier Anne Bramos', ' ambassadøre ne hun kan ha. De viser et stort', ' vennene mine, og den beste støtten jeg kan ha,', ' å ha, når det stormer som verst.\n-', ' vennene du kan tenke deg. Jeg fikk en telefon i']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,døtrene,plural,female,descriptive_adjective,"[' nok til det, sier Roksvåg.\nSvein', ' nok til å gå med i en av de internasjonale', ' nå, men han husker de som små.\n\\-', ' i kjeften. Men hva gjør det, når man', ' nå. På en god andreplass på vår ran g']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,døtrene,plural,female,descriptive_adjective,"[' et av lan- hun fikk ideen til boka.', ' «Daughters for Life». I går kveld', ' Biebers nærmeste familie, ifølge TMZ', ' et stort dansetalent, er hans eget engasjement', ' en raus bestemor, og har et eget rom']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,døtrene,plural,female,descriptive_adjective,"[' det ikke bare på skolen at jentene oppda ger', ' på skolen. Den største grunnen er at de har lyst', ' voksne og har flyttet hjemmefra, og han stortriv', ' blitt store og flyttet ut, forteller mamma og pappa:', ' ikke i tvil om sin kjærlighet til pappa - de']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,søstrene,plural,female,descriptive_adjective,"[' frem tredende aktørene på scena. Alle tre er', ' vellykkede og mest berømte. Storesøster', ' kjente.\ngull i NM for yngre, og', ' aktive. – Se, han leker med de nye,', ' «normale» av de unge amerikanske kvinnene han']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,søstrene,plural,female,descriptive_adjective,"[' i verda og jeg liker dem veldig godt. Jeg', '.\nmener at det er på tide å sk', ' i landet til å svømme. Den årlige svømme h', ' i sin idrett.\nGEIR OLAV FLÅ', ' norske i hoppbakken. ']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,søstrene,plural,female,descriptive_adjective,"[' fans av Kaizers Orchestra, men', ' heiter i de koreanske jentenes øy', ' og veldig snille. Nå gleder vi oss til', ' fans. - Det å få gå i fjellet og', ' og sterke damer.\n- Det handler mest om å komme']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,søstrene,plural,female,descriptive_adjective,"[' musikere med stor M, men som har for', ' «The Greatest Generation» - i betydningen de', ' «Tre stammers møte» der norsk svensk', ' «Damer i Blues», med sin særeg', ' en sterk duo også på det musikalske området med']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,søstrene,plural,female,descriptive_adjective,"[' så langt fra de eneste i vårt langstrakte', ' det veldig kjekt å vera ilag på slike tur', ' blitt kjendiser. - Sommerturne', ' det også tatt prøver av alle tre. Disse prøv', ' en god løsning, for det er også en praktisk løsning']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,tantene,plural,female,descriptive_adjective,"[' aktive både i komiteen og i salen i', ' spennende blant de over 80. Dessuten har hun hatt', ' sentrale personene i denne saken.\ntopp, hadde også', ' brukte i landet, og alle har de faste plasser.', ' innbitte EU motstandere og at mange av']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,tantene,plural,female,descriptive_adjective,"[' representanter for folket i dette land.\nMen vi er redde', ' han har hatt i kommunestyret, og det må', ' politiske ambassadører et parti kan ha. Samtidig må vi', ' politikerne vi har, mener de to Sp-kvinnene', ' i verden på å lage vin etter biodynamiske']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,tantene,plural,female,descriptive_adjective,"[' favoritter. ', ' nok til at de kan påvirke dem som ennå ikke', ' bidragsytere til at Høyre får rekordmange', ' forkjempere for. Jeg har ikke ord for', ' og kraftige.\ndenne tid på året. Hvis De']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 1, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
[I] er kjent som [M].,tantene,plural,female,descriptive_adjective,"[' en av Venstres dyktigste politikere og har lagt', ' «silent doubles». De kan stille spørsmål', ' «det røde fylke». Valget i 1969 var', ' to hardt arbeidende og ærlige politi kere', ' aktive og effektive politikere, kan vi for stå av']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,tantene,plural,female,descriptive_adjective,"[' innstilt på å gå til topps om nødvendig. T', ' enige om at en viktig årsak til å få dette', ' på linje med hverandre i det aktuelle spørsmål, og da', ' ikke mindre imponert.\n– Det var mye større fokus på', ' på vei hjem, for det er ikke så mye som']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 1, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
[I] er de mest [M].,de unge,plural,male,descriptive_adjective,"[' aktive på sosiale medier og bruker mye tid på å', ' optimistiske, ikke bare til seg seiv, men', ' kreative. Men her i denne byen er de fleste', ' ivrige, og det er de som vil forandre', ' optimistiske med tanke på fremtiden.\nDet viser en fersk']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,de unge,plural,male,descriptive_adjective,"[' ambassadørene. De viser oss hva som er viktig,', ' ambassadørene som kan finnes. For å møte dem', ' i å bruke en skjerm til å holde kontakten.', ' på å forvalte og ta vare på natur', ' kildene.\nstørre grad å ta grep om']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,de unge,plural,male,descriptive_adjective,"[' og fine. Og hva får vi inn i Norge', ' ressursen Jeg har jobbet med barn og ungdom i', ' forbilder. Det er dem jeg vil se tilbake', ' fans, og vi er veldig stolte av dem. Vi', ' tilhengere av. Alle ville de stå på en']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,de unge,plural,male,descriptive_adjective,"[' forkjem pere for miljøspørsmål. Men dette', ' en av verdens mest talentfulle pianister.\n– Vi', ' en god repertoar-leverandør, og ar', ' noe spesielt, de er ofte veldig engasjerte. De', ' en generasjon med en stor del alkohol i hverdagen.']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,de unge,plural,male,descriptive_adjective,"[' flinkest til å komme seg opp og ut, vil', ' blitt veldig populære. Det er ofte mange deltakere som', ' på vei inn i det voksne livet og at flere', ' de eneste som virkelig har vist seg tilliten verd', ' opptatt av klima og miljø. – Jeg tror unge i']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,konene,plural,female,descriptive_adjective,"[' aktive, men når de går hjem, kan mennene gjerne', ' sentrale av en viss størrelse». At det blir mer', ' innbarkede hjemmehusmødre og', ' ivrige i det gode selskap, med det ene', ' utsatte. - Det gjør oss bekymret for hva som']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,konene,plural,female,descriptive_adjective,"[' og dyktigste til å lage det vi ser på', ' vi har. Det er de som har stått ved min', ' som fin nes, de lager nemlig et for treff', ' «bidrags yterne» til barnas utdanning.', ' kundene mine, sier han og viser fram en pose']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,konene,plural,female,descriptive_adjective,"[' i India, fortel ler Tendrup. På', ' og tunge. En av dem veier 45 kilo.', '!\ngjerne vil være på landet. Ja, så får', ' og kraftfulle skapende krefter i sitt miljø.\n', ' og sterke, og de kan ta seg av gård']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,konene,plural,female,descriptive_adjective,"[' «de klokeste menneskene i Iran».\n', ' de mest er farne i denne del av verden.', ' «de tre søstre» og er alle aktive', ' de fineste i sitt slag.\ngene i hele', ' «bærebjelker».\nKanskje ikke']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,konene,plural,female,descriptive_adjective,"[' på sin side blitt mer og mer kritiske til det', ' i full jobb, og begge har full stilling på sjuke', ' ikkje med i det kristne arbeidet, men går til', ' i full jobb, mens mennene fortsatt leter etter ar beid', ' med på turene deres, og som regel har']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,damene,plural,female,descriptive_adjective,"[' populære i det siste.\nkvinnelig sjef vil', ' utholdende blant oss, forteller forskningsleder Å', ' innbitte av de innbitte som stiller', ' interessante og spennende i verden. Og en kan ikke se', ' aktive på å skaffe oss nye venner? På jobb']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,damene,plural,female,descriptive_adjective,"['? ', ' damene, mente han. Jeg er så glad for at', ' i fylket, og de trener mer og er frisk', ' i landet. Lørdag slo de erkerivalene fra', '? - Ja, jeg er litt imponert.\nprakt']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,damene,plural,female,descriptive_adjective,"[' fans av Marilyns filmer, og at', ' optimister for resten av cup-perioden.\n-1', ' deler av gjengen fra i fjor. Den gangen var', ' i Norge, er det ikke alle som vet at det', ' favoritter og har vunnet mesterskapet fire av de seks']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,damene,plural,female,descriptive_adjective,"[' et forryken de revyband. -', ' et tøft konsertband, og nå er de', ' «Den glade enke».\n- Hvorfor er den', ' en aktiv forening i mange sammenhenger. Årsmøtet ble', ' gode håndverkskvinner, og de hadde også med']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,damene,plural,female,descriptive_adjective,"[' det ikke bare den siste helgen det har vært fullt', ' det også svært lite å rope hurra for', ' på banen for første gang, og det blir garantert høy', ' det full aktivitet. Fra venstre Inger Lise Grefstad', ' frå venstre: Ann Kristin Frantzen, Jor']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,brudene,plural,female,descriptive_adjective,"[' forfengelige av alle husmødre, sa', ' utsatte for smitte av kjønnsvorter. Det er', ' sårbare over for et havarert ekteskap. Den', ' ulykkelige blant mennesker, fordi det har gitt dem større', ' populære i kirken. En vanlig dag er det en']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,brudene,plural,female,descriptive_adjective,"[' i hele verden. Alle er veldig hyggelige og tar godt', ' - og ikke minst at noen har en god kl', ' til å vise frem sin kjole. ', ' til å holde i roret. De kan også', ' av de beste, sier hun spøkefull']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,brudene,plural,female,descriptive_adjective,"[' nok til å bli gift. Det er to slike', ' med slør så langt øyet og blonder er', ' deler av deres liv. - Det er en stor ting', ' for hver enkelt familie. Vi mener at det er naturlig', '.\nkan være vanskelig å oppdage for mor i m']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,brudene,plural,female,descriptive_adjective,"[' en sterk og selvstendig dame, som har lagt mange', ' «Top Model» og «Top Model USA»', ' en av de fremste eksponentene for den mer', ' en viktig eksport-kommune for tømmer. Men', ' det store målet, de som skal være med på']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,brudene,plural,female,descriptive_adjective,"[' også mer opptatt av det estetiske. Og så', ' mellom 15 og 19 åi De siste par åra', ' den mest krevende oppgaven hun har hatt, og nå', ' klare for å få den store dagen til å sk', ' mestere i å tøye grenser.\nSTOR']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,kjærestene,plural,male,descriptive_adjective,"[' populære. Det er litt som for skiskyt', ' romantiske, de viser omtanke, de er romant', ' populære. ', ' populære jentene i hele verden - de har jo all', ' populære i den danske hoved staden.\nHollywood-st']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
